Sample_Name,Order_pre,Date_MMDDYYYY_pre,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Submerged_weight_pre,Dry_weight_pre,Notes_pre,Order_post,Date_MMDDYYYY_post,Submerged_weight_post,Dry_weight_post,double_single_dead,Notes_post,Actual_shell_pre_mg,Actual_shell_post_mg,Actual_shell_growth_mg,Actual_tissue_pre_mg,Actual_tissue_post_mg,Actual_tissue_growth_mg,Ratio_tissue_shell_mg,Phase_1_temp,Phase_1_DO,Phase_2.1_temp,Phase_2.1_DO,Phase1_Phase2_treat,...32,Phase_1_rep_R,Phase_2_rep_R,Ratio_tissue_shell_pre_mg,Phase1_Phase2_rep,Exclude_all,Exclude_pre_analysis,Phase1N_tissue,Phase1C_tissue,Phase1N_shell,Phase1C_shell,Phase1N_tissue_new,Phase1C_tissue_new,Phase1N_shell_new,Phase1C_shell_new
2024_Hyp06_Hyp01_B12,824,7/23/24,2024,Hyp,06,Hyp,01,B,12,355,845.8,NA,70,8122024,709.1,1666,NA,NA,559.7787,1120.46064,560.68194,286.0213,545.53936,259.51806,0.462861458,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp01,0.51095424,Hyp06_Hyp01,NA,NA,22.5696805,113.59813585071001,1.632688062,90.91740918,,,,
2024_Hyp06_Hyp02_B23,866,7/23/24,2024,Hyp,06,Hyp,02,B,23,256.9,634.1,NA,314,8122024,428.1,1098.7,NA,NA,404.44716,675.52524,271.07808,229.65284,423.17476,193.52192,0.713897339,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp02,0.567819144,Hyp06_Hyp02,NA,NA,18.12169662,91.21046060842801,1.179637685,65.68897305157199,,,,
2024_Hyp06_Hyp02_B24,871,7/23/24,2024,Hyp,06,Hyp,02,B,24,361.2,903.8,NA,315,8122024,561.7,1415.1,NA,NA,569.59578,887.06748,317.4717,334.20422,528.03252,193.8283,0.610537254,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp02,0.586739284,Hyp06_Hyp02,NA,NA,26.37175087,132.73478718347403,1.6613212148652599,92.51186692152599,,,,
2024_Hyp06_Hyp03_B35,946,7/24/24,2024,Hyp,06,Hyp,03,B,35,168.9,419.3,NA,481,8122024,352.5,818.4,NA,NA,265.10796,555.8202,290.71224,154.19204,262.5798,108.38776,0.372835213,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp03,0.581619805,Hyp06_Hyp03,NA,NA,12.16715356,61.23994369,0.773231638,43.05796001,,,,
2024_Hyp06_Hyp03_B36,951,7/24/24,2024,Hyp,06,Hyp,03,B,36,311.2,786.5,NA,498,8122024,488.9,1175.3,NA,NA,490.42578,771.79596,281.37018,296.07422,403.50404,107.42982,0.381809544,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp03,0.603708516,Hyp06_Hyp03,NA,NA,23.362947272659802,117.59082091247402,1.4304086884752598,79.65333678,,,,
2024_Hyp06_Hyp04_B47,995,7/24/24,2024,Hyp,06,Hyp,04,B,47,186.6,469.5,NA,681,8122024,292.1,709.9,NA,NA,293.13414,460.18284,167.0487,176.36586,249.71716,73.3513,0.439101292,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp04,0.601655815,Hyp06_Hyp04,NA,NA,13.91686952,70.04664661,0.8549746727113801,47.60987968,,,,
2024_Hyp06_Hyp04_B48,998,7/24/24,2024,Hyp,06,Hyp,04,B,48,176,408.8,NA,706,8122024,223.5,505.4,NA,NA,276.3501,351.5616,75.2115,132.4499,153.8384,21.3885,0.284378054,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp04,0.479282982,Hyp06_Hyp04,NA,NA,10.45150108,52.604689698330006,0.8060212171166999,44.88387129,,,,
2024_Hyp06_Hyp05_B59,1066,7/25/24,2024,Hyp,06,Hyp,05,B,59,123.6,281.6,NA,865,8122024,157.7,344.4,NA,NA,193.37994,247.37388,53.99394,88.22006,97.02612,8.80606,0.163093488,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp05,0.456200679,Hyp06_Hyp05,NA,NA,6.961364654,35.0380701,0.564024889,31.408131700998002,,,,
2024_Hyp06_Hyp05_B60,1070,7/25/24,2024,Hyp,06,Hyp,05,B,60,199,473.9,NA,879,8122024,287.1,661.1,NA,NA,312.7683,452.26584,139.49754,161.1317,208.83416,47.70246,0.341959149,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp05,0.515179128,Hyp06_Hyp05,NA,NA,12.71475582,63.99614555,0.9122409792561001,50.798795150610005,,,,
2024_Hyp06_Hyp06_B71,1114,7/26/24,2024,Hyp,06,Hyp,06,B,71,57.1,156.2,NA,1102,8122024,94.4,248.5,NA,NA,88.08384,147.14466,59.06082,68.11616,101.35534,33.23918,0.562795776,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp06,0.773310519,Hyp06_Hyp06,NA,NA,5.3749842,27.053470483871997,0.256911229,14.306286616127998,,,,
2024_Hyp06_Hyp06_B72,1120,7/26/24,2024,Hyp,06,Hyp,06,B,72,195.5,504.8,NA,1096,8122024,259.8,669.9,NA,NA,307.2264,409.03902,101.81262,197.5736,260.86098,63.28738,0.621606437,Ambient,Hyp,Ambient,Hyp,Ambient/Hyp_Ambient/Hyp,NA,Hyp06,Hyp06,0.643087964,Hyp06_Hyp06,NA,NA,15.590352984024001,78.46965472,0.8960771024088001,49.89869804,,,,
2024_Hyp06_Warm01_B11,1185,7/23/24,2024,Hyp,06,Warm,01,B,11,304.3,858.2,NA,121,8122024,523.9,1430.3,NA,NA,479.50032,827.21496,347.71464,378.69968,603.08504,224.38536,0.645314675,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm01,0.789779827,Hyp06_Warm01,NA,NA,29.88284713,150.4069022,1.39854276,77.87885962,,,,
2024_Hyp06_Warm01_B12,106,7/23/24,2024,Hyp,06,Warm,01,B,12,98.3,239,NA,141,8122024,213.9,517.3,NA,NA,153.31992,336.36096,183.04104,85.68008,180.93904,95.25896,0.520424054,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm01,0.558832016,Hyp06_Warm01,NA,NA,6.760937144,34.02927463,0.44718315110664003,24.901715450663996,,,,
2024_Hyp06_Warm02_B23,1234,7/23/24,2024,Hyp,06,Warm,02,B,23,343.7,825.7,NA,254,8122024,656.3,1528.8,NA,NA,541.88628,1036.85712,494.97084,283.81372,491.94288,208.12916,0.42048772,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm02,0.523751441,Hyp06_Warm02,NA,NA,22.39548237,112.7213586,1.5805018306287602,88.01138137,,,,
2024_Hyp06_Warm02_B24,1237,7/23/24,2024,Hyp,06,Warm,02,B,24,317.6,864.7,NA,246,8122024,669.6,1556.4,NA,NA,500.55954,1057.91634,557.3568,364.14046,498.48366,134.3432,0.241036263,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm02,0.727466826,Hyp06_Warm02,NA,NA,28.73399233,144.62446483468202,1.459965492,81.29922864031799,,,,
2024_Hyp06_Warm03_B35,1283,7/24/24,2024,Hyp,06,Warm,03,B,35,251.3,631.6,NA,464,8122024,435.3,1088,NA,NA,395.58012,686.92572,291.3456,236.01988,401.07428,165.0544,0.56652443,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm03,0.59664242,Hyp06_Warm03,NA,NA,18.624113952709198,93.73923687399599,1.153775482,64.24881768,,,,
2024_Hyp06_Warm03_B36,1285,7/24/24,2024,Hyp,06,Warm,03,B,36,119.5,286,NA,447,8122024,207.5,495.2,NA,NA,186.888,326.2272,139.3392,99.112,168.9728,69.8608,0.501372191,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm03,0.530328325,Hyp06_Warm03,NA,NA,7.820837728079999,39.36398597,0.545090062,30.35373223,,,,
2024_Hyp06_Warm04_B47,1328,7/24/24,2024,Hyp,06,Warm,04,B,47,88.6,227.3,NA,657,8122024,181.7,431.3,NA,NA,137.96094,285.37548,147.41454,89.33906,145.92452,56.58546,0.383852638,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm04,0.647567783,Hyp06_Warm04,NA,NA,7.049663926,35.48249964,0.402386121,22.4071606,,,,
2024_Hyp06_Warm04_B48,901,7/24/24,2024,Hyp,06,Warm,04,B,48,216.3,529.3,NA,655,8122024,419.8,925.8,NA,NA,340.16112,662.38302,322.2219,189.13888,263.41698,74.2781,0.230518472,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm04,0.556027332,Hyp06_Warm04,NA,NA,14.9247769,75.11966481129599,0.9921367133870399,55.24784657870399,,,,
2024_Hyp06_Warm05_B59,1378,7/25/24,2024,Hyp,06,Warm,05,B,59,343.2,975.1,NA,828,8122024,595.9,1476.3,NA,NA,541.09458,941.21976,400.12518,434.00542,535.08024,101.07482,0.252607996,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm05,0.802087909,Hyp06_Warm05,NA,NA,34.24697275,172.3725004,1.578192705,87.88279607148598,,,,
2024_Hyp06_Warm05_B60,1381,7/25/24,2024,Hyp,06,Warm,05,B,60,115.2,296,NA,856,8122024,194.4,480.4,NA,NA,180.07938,305.48466,125.40528,115.92062,174.91534,58.99472,0.470432505,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm05,0.643719564,Hyp06_Warm05,NA,NA,9.147190636,46.03981010735399,0.525231585,29.247898637645996,,,,
2024_Hyp06_Warm06_B71,1024,7/25/24,2024,Hyp,06,Warm,06,B,71,257,593.9,NA,1014,8122024,464.9,983.1,NA,NA,404.6055,733.79436,329.18886,189.2945,249.30564,60.01114,0.182300033,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm06,0.467849547,Hyp06_Warm06,NA,NA,14.937056737005001,75.18147189,1.18009951,65.71469011184999,,,,
2024_Hyp06_Warm06_B72,1439,7/25/24,2024,Hyp,06,Warm,06,B,72,335.6,866.8,NA,1026,8122024,439.1,1078.1,NA,NA,529.06074,692.94264,163.8819,337.73926,385.15736,47.4181,0.289343118,Ambient,Hyp,Warm,Norm,Ambient/Hyp_Warm/Norm,NA,Hyp06,Warm06,0.638375208,Hyp06_Warm06,NA,NA,26.650697663873398,134.1387874,1.543094001,85.92829949,,,,
2024_Warm01_Both01_G1,4,7/23/24,2024,Warm,01,Both,01,G,1,323.6,778.4,NA,184,8122024,574.4,1327,NA,NA,510.05994,907.17666,397.11672,268.34006,419.82334,151.48328,0.381457824,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both01,0.526095149,Warm01_Both01,NA,NA,20.50565381,103.24383808500001,1.4876749950199801,82.79971325800199,,,,
2024_Warm01_Both01_G2,6,7/23/24,2024,Warm,01,Both,01,G,2,219.6,514.3,NA,176,8122024,354.1,785.3,NA,NA,345.38634,558.35364,212.9673,168.91366,226.94636,58.0327,0.272495824,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both01,0.489057153,Warm01_Both01,NA,NA,12.907819414712199,64.98953069,1.00737694,56.067704347121996,,,,
2024_Warm01_Both02_G13,52,7/23/24,2024,Warm,01,Both,02,G,13,391.7,1050.5,NA,377,8122024,627.6,1485.1,NA,NA,617.88948,991.41354,373.52406,432.61052,493.68646,61.07594,0.163512733,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both02,0.700142233,Warm01_Both02,NA,NA,33.05865535,166.4468976,1.8021778559631603,100.3040383,,,,
2024_Warm01_Both02_G14,54,7/23/24,2024,Warm,01,Both,02,G,14,145.9,359.7,NA,378,8122024,326.4,731.7,NA,NA,228.68976,514.49346,285.8037,131.01024,217.20654,86.1963,0.301592667,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both02,0.572873224,Warm01_Both02,NA,NA,10.011366276700802,50.40618984,0.6670118762299201,37.12396342,,,,
2024_Warm01_Both03_G25,97,7/24/24,2024,Warm,01,Both,03,G,25,60.3,172.1,NA,573,8122024,67.4,183.8,NA,NA,93.15072,104.39286,11.24214,78.94928,79.40714,0.45786,0.040727121,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both03,0.847543422,Warm01_Both03,NA,NA,6.033041076,30.375735480000003,0.271689631,15.12146377,,,,
2024_Warm01_Both03_G26,104,7/24/24,2024,Warm,01,Both,03,G,26,270.7,715.1,NA,537,8122024,441.4,1107.3,NA,NA,426.29808,696.58446,270.28638,288.80192,410.71554,121.91362,0.451053509,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both03,0.677464745,Warm01_Both03,NA,NA,22.06928102,111.11653872000001,1.243369542,69.20237411,,,,
2024_Warm01_Both04_G37,213,7/24/24,2024,Warm,01,Both,04,G,37,226.5,694.9,NA,758,8122024,412.6,1166.6,NA,Still wet,356.3118,650.98254,294.67074,338.5882,515.61746,177.02926,0.600769727,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both04,0.950258173,Warm01_Both04,NA,NA,25.873782745293997,130.27180994999998,1.039242869,57.84127032,,,,
2024_Warm01_Both04_G38,218,7/24/24,2024,Warm,01,Both,04,G,38,266.6,676.2,NA,731,8122024,412.7,987.2,NA,NA,419.80614,651.14088,231.33474,256.39386,336.05912,79.66526,0.344372229,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both04,0.610743473,Warm01_Both04,NA,NA,19.59276499,98.64753764,1.224434715,68.14851607,,,,
2024_Warm01_Both05_G49,261,7/25/24,2024,Warm,01,Both,05,G,49,227.4,595.3,NA,944,8122024,365.4,944.4,NA,NA,357.73686,576.24606000000006,218.5092,237.56314,368.15394,130.5908,0.597644401,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both05,0.664072302,Warm01_Both05,NA,NA,18.15378407,91.40241812,1.0433992942456198,58.07260501543799,,,,
2024_Warm01_Both05_G50,264,7/25/24,2024,Warm,01,Both,05,G,50,211.6,539.9,NA,945,8122024,429.5,1050.5,NA,NA,332.71914,677.742,345.02286,207.18086,372.758,165.57714000000001,0.47990194,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both05,0.622689936,Warm01_Both05,NA,NA,15.83207141,79.71283589,0.970430936,54.01139596936199,,,,
2024_Warm01_Both06_G61,385,7/26/24,2024,Warm,01,Both,06,G,61,505.7,1103.4,NA,1125,8122024,776.5,1551.2,NA,NA,798.39708,1227.1818,428.78472,305.00292,324.0182,19.01528,0.044346916,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both06,0.382019083,Warm01_Both06,NA,NA,23.30730749,117.3498735,2.328658416,129.6064327,,,,
2024_Warm01_Both06_G62,386,7/26/24,2024,Warm,01,Both,06,G,62,171.7,466.5,NA,1106,8122024,319.5,899.8,NA,NA,269.54148,503.568,234.02652,196.95852,396.232,199.27348,0.851499565,Warm,Norm,Warm,Hyp,Warm/Norm_Warm/Hyp,NA,Warm01,Both06,0.73071692,Warm01_Both06,NA,NA,15.05091423,75.77979056999999,0.7861627398471599,43.755557935283996,,,,
2024_Warm01_Cont01_G1,433,7/23/24,2024,Warm,01,Cont,01,G,1,485,1073.4,NA,9,8122024,720.5,1620,NA,NA,765.6207,1138.5114,372.8907,307.7793,481.4886,173.7093,0.465845085,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont01,0.401999711,Warm01_Cont01,NA,NA,23.5194692,118.4180857,2.23306063,124.2857348,,,,
2024_Warm01_Cont01_G2,437,7/23/24,2024,Warm,01,Cont,01,G,2,281.2,702.8,NA,5,8122024,379.2,924.3,NA,NA,442.92378,598.09698,155.1732,259.87622,326.20302,66.3268,0.427437212,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont01,0.586728985,Warm01_Cont01,NA,NA,19.85887534,99.98737564499999,1.291861173,71.90127886,,,,
2024_Warm01_Cont02_G13,478,7/23/24,2024,Warm,01,Cont,02,G,13,301.1,830.5,NA,240,8122024,754.6,1802.6,NA,NA,474.43344,1192.50534,718.0719,356.06656,610.09466,254.0281,0.353764156,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont02,0.750508986,Warm01_Cont02,NA,NA,27.209420813555198,136.996609,1.383764358,77.01634594555199,,,,
2024_Warm01_Cont02_G14,483,7/23/24,2024,Warm,01,Cont,02,G,14,506,1175.9,NA,233,8122024,743.2,1657.5,NA,NA,798.8721,1174.45458,375.58248,377.0279,483.04542,106.01752,0.282274935,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont02,0.471950266,Warm01_Cont02,NA,NA,28.81121662,145.0614845,2.330043891,129.68354427092999,,,,
2024_Warm01_Cont03_G25,529,7/24/24,2024,Warm,01,Cont,03,G,25,224.9,561.7,NA,411,8122024,634.6,1565.9,NA,NA,353.77836,1002.49734,648.71898,207.92164,563.40266,355.48102,0.547973824,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont03,0.587717236,Warm01_Cont03,NA,NA,15.88867935,79.99785099,1.031853668,57.43000864738799,,,,
2024_Warm01_Cont03_G26,531,7/24/24,2024,Warm,01,Cont,03,G,26,325.2,766.5,NA,432,8122024,616.5,1412.6,NA,NA,512.59338,973.8378,461.24442,253.90662,438.7622,184.85558,0.400775754,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont03,0.495337298,Warm01_Cont03,NA,NA,19.40269839,97.69057204500001,1.4950641958644602,83.21097493355398,,,,
2024_Warm01_Cont04_G37,327,7/24/24,2024,Warm,01,Cont,04,G,37,159.6,384.4,NA,592,8122024,213.8,495.2,NA,NA,250.38234,336.20262,85.82028,134.01766,158.99738,24.97972,0.291070129,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont04,0.535252047,Warm01_Cont04,NA,NA,10.2411833,51.56329469,0.730281908,40.64539151392199,,,,
2024_Warm01_Cont04_G38,622,7/24/24,2024,Warm,01,Cont,04,G,38,122.7,296.2,NA,609,8122024,156.7,363.5,NA,NA,191.95488,245.79048,53.8356,104.24512,117.70952,13.4644,0.250102163,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont04,0.543070955,Warm01_Cont04,NA,NA,7.966064934150399,40.10830992,0.559868464,31.160669121503997,,,,
2024_Warm01_Cont05_G49,667,7/25/24,2024,Warm,01,Cont,05,G,49,110.5,286.6,NA,793,8122024,330.5,855.7,NA,NA,172.6374,520.9854,348.348,113.9626,334.7146,220.752,0.633711116,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont05,0.660126948,Warm01_Cont05,NA,NA,8.708642397,43.84711035,0.503525808,28.02479885,,,,
2024_Warm01_Cont05_G50,673,7/25/24,2024,Warm,01,Cont,05,G,50,453.3,1025,NA,778,8122024,580.2,1360,NA,NA,715.42692,916.36038,200.93346,309.57308,443.63962,134.06654,0.667218591,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont05,0.432710975,Warm01_Cont05,NA,NA,23.656543895243598,119.10824253000001,2.086662088,116.13761283243599,,,,
2024_Warm01_Cont06_G61,732,7/25/24,2024,Warm,01,Cont,06,G,61,186.6,463.9,NA,965,8122024,351.5,823.1,NA,NA,293.13414,554.2368,261.10266,170.76586,268.8632,98.09734,0.3757041,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont06,0.582551933,Warm01_Cont06,NA,NA,13.04935837,65.70216464,0.8549746727113801,47.585432288861995,,,,
2024_Warm01_Cont06_G62,546,7/25/24,2024,Warm,01,Cont,06,G,62,171.1,439.7,NA,984,8122024,242.4,572.9,NA,NA,268.59144,381.48786,112.89642,171.10856,191.41214,20.30358,0.179842549,Warm,Norm,Ambient,Norm,Warm/Norm_Ambient/Norm,NA,Warm01,Cont06,0.637058873,Warm01_Cont06,NA,NA,13.075546363695201,65.83401846000001,0.7833917895304799,43.60133480695199,,,,
2024_Warm01_Hyp01_G1,778,7/23/24,2024,Warm,01,Hyp,01,G,1,301.1,770.9,NA,76,8122024,567.5,1280.6,NA,NA,474.43344,896.2512,421.81776,296.46656,384.3488,87.88224,0.208341726,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp01,0.624885463,Warm01_Hyp01,NA,NA,22.65498728,114.065509,1.383764358,77.01634594555199,,,,
2024_Warm01_Hyp01_G2,783,7/23/24,2024,Warm,01,Hyp,01,G,2,142.2,407.4,NA,77,8122024,255.8,696.2,NA,NA,222.83118,402.70542,179.87424,184.56882,293.49458,108.92576,0.6055662,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp01,0.828289919,Warm01_Hyp01,NA,NA,14.104134610229398,71.0128535,0.649924349,36.17292079229399,,,,
2024_Warm01_Hyp02_G13,825,7/23/24,2024,Warm,01,Hyp,02,G,13,197.5,587.5,NA,336,8122024,304.6,788.2,NA,NA,310.3932,479.97534,169.58214,277.1068,308.22466,31.11786,0.183497272,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp02,0.892760537,Warm01_Hyp02,NA,NA,21.17557889,106.61684130000002,0.9053136034643999,50.38715245355999,,,,
2024_Warm01_Hyp02_G14,832,7/23/24,2024,Warm,01,Hyp,02,G,14,968.8,2503.6,NA,298,8122024,1517,3671.6,NA,NA,1531.66962,2399.6895,868.01988,971.93038,1271.9105,299.98012,0.345591301,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp02,0.634556152,Warm01_Hyp02,NA,NA,74.27168311,373.9502137,4.467370236,248.64098392434596,,,,
2024_Warm01_Hyp03_G25,595,7/24/24,2024,Warm,01,Hyp,03,G,25,189.2,475.7,NA,502,8122024,279.5,669.4,NA,NA,297.25098,440.232,142.98102,178.44902,229.168,50.71898,0.354725264,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp03,0.600331141,Warm01_Hyp03,NA,NA,13.636479873163399,68.65826045,0.866982124,48.25373251,,,,
2024_Warm01_Hyp03_G26,880,7/24/24,2024,Warm,01,Hyp,03,G,26,315.8,889,NA,483,8122024,462.1,1227.4,NA,NA,497.70942,729.36084,231.65142,391.29058,498.03916,106.74858,0.460815565,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp03,0.786182789,Warm01_Hyp03,NA,NA,29.901123125968596,150.5490507,1.451652641,80.79481259,,,,
2024_Warm01_Hyp04_G37,954,7/24/24,2024,Warm,01,Hyp,04,G,37,207.4,543.5,NA,690,8122024,267.7,690.6,NA,NA,326.06886,421.54788,95.47902,217.43114,269.05212,51.62098,0.540652596,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp04,0.666825835,Warm01_Hyp04,NA,NA,16.61536367,83.65663112,0.9510342836896198,52.93183407103799,,,,
2024_Warm01_Hyp04_G38,959,7/24/24,2024,Warm,01,Hyp,04,G,38,288.4,727.3,NA,678,8122024,363.1,875,NA,NA,454.32426,572.60424,118.27998,272.97574,302.39576,29.42002,0.248732034,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp04,0.600839013,Warm01_Hyp04,NA,NA,20.859897041585796,105.027416,1.325112576,73.75195639585799,,,,
2024_Warm01_Hyp05_G49,925,7/25/24,2024,Warm,01,Hyp,05,G,49,220.8,538.9,NA,869,8122024,313.3,738.1,NA,NA,347.28642,493.75092,146.4645,191.61358,244.34908,52.7355,0.360056532,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp05,0.551745098,Warm01_Hyp05,NA,NA,14.642471710378603,73.72332490500001,1.0129188407621401,56.3761506,,,,
2024_Warm01_Hyp05_G50,1007,7/25/24,2024,Warm,01,Hyp,05,G,50,219.9,580.7,NA,874,8122024,334.7,855.6,NA,NA,345.86136,527.63568,181.77432,234.83864,327.96432,93.12568,0.512314831,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp05,0.678996463,Warm01_Hyp05,NA,NA,17.94558686,90.35416674,1.008762415,56.14481591,,,,
2024_Warm01_Hyp06_G61,1075,7/26/24,2024,Warm,01,Hyp,06,G,61,196,476.6,NA,1095,8122024,375.5,802,NA,NA,308.0181,592.2384,284.2203,168.5819,209.7616,41.1797,0.144886555,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp06,0.547311668,Warm01_Hyp06,NA,NA,12.882467420272999,64.86188602499999,0.8983862276726999,50.00159463272999,,,,
2024_Warm01_Hyp06_G62,1081,7/26/24,2024,Warm,01,Hyp,06,G,62,307,788.6,NA,1066,8122024,503.2,1286.1,NA,NA,483.7755,794.43858,310.66308,304.8245,491.66142,186.83692,0.601413338,Warm,Norm,Ambient,Hyp,Warm/Norm_Ambient/Hyp,NA,Warm01,Hyp06,0.630094951,Warm01_Hyp06,NA,NA,23.293673224415002,117.2812264,1.4110120362585001,78.53287337,,,,
2024_Warm01_Warm01_G1,1147,7/23/24,2024,Warm,01,Warm,01,G,1,334.3,928.4,NA,97,8122024,526,1366.5,NA,NA,527.00232,830.5401,303.53778,401.39768,535.9599,134.56222,0.443312921,Warm,Norm,Warm,Norm,Warm/Norm_Warm/Norm,NA,Warm01,Warm01,0.761662074,Warm01_Warm01,NA,NA,30.67347405,154.4377574,1.5370902756674403,85.55002571,,,,
2024_Warm01_Warm01_G2,1150,7/23/24,2024,Warm,01,Warm,01,G,2,126.6,316,NA,119,8122024,167.7,400.2,NA,NA,198.13014,263.20788,65.07774,117.86986,136.99212,19.12226,0.293837186,Warm,Norm,Warm,Norm,Warm/Norm_Warm/Norm,NA,Warm01,Warm01,0.594911304,Warm01_Warm01,NA,NA,9.007222195,45.35042864,0.577879641,32.16311946,,,,
2024_Warm01_Warm02_G13,1195,7/23/24,2024,Warm,01,Warm,02,G,13,457.1,1086.4,NA,247,8122024,681.9,1570.5,NA,NA,721.44384,1077.39216,355.94832,364.95616,493.10784,128.15168,0.360028894,Warm,Norm,Warm,Norm,Warm/Norm_Warm/Norm,NA,Warm01,Warm02,0.505869119,Warm01_Warm02,NA,NA,27.88873444,140.4168826,2.10421144,117.1143593,,,,
2024_Warm01_Warm02_G14,1198,7/23/24,2024,Warm,01,Warm,02,G,14,210.2,569.1,NA,253,8122024,306.4,780.1,NA,NA,330.50238,482.82546,152.32308,238.59762,297.27454,58.67692,0.385213587,Warm,Norm,Warm,Norm,Warm/Norm_Warm/Norm,NA,Warm01,Warm02,0.72192406,Warm01_Warm02,NA,NA,18.23283559,91.80043429500002,0.9639653851674601,53.651542,,,,
