,Sample_Name,Phase_1_DO,Phase_1_temp,Phase_2.1_DO,Phase_2.1_temp,Phase_1_treat,Phase_2_treat,Phase_1_rep_R,Phase_2_rep_R,Actual_shell_pre_mg,Actual_tissue_pre_mg,Actual_shell_post_mg,Actual_tissue_post_mg,Actual_shell_growth_mg,Actual_tissue_growth_mg,Exclude_all,Exclude_pre_analysis,Notes_pre,Notes_post,Area_pre_mm2,Feret_pre_mm,AreaNotes_Pre,Area_post_mm2,Feret_post_mm,AreaNotes_Post,Area_growth_mm2,Feret_growth_mm,Order_year2,Date_MMDDYYYY_year2,Year,Phase_1_rep,Phase_2_rep,Tag_color,Tag_num,Submerged_weight_year2,Dry_weight_year2,double_single_dead_year2,Notes_year2,Actual_shell_year2_mg,Actual_tissue_year2_mg,Actual_shell_growth_year2_mg,Actual_tissue_growth_year2_mg,Ratio_TS_year2,Exclude_year2
212,2024_Cont04_Both06_W67,Norm,Ambient,Hyp,Warm,Cont,Both,Cont04,Both06,121.65192,91.84808,211.90572,126.79428,90.2538,34.9462,NA,NA,NA,NA,122.2,14.5,NA,134.1,15.8,NA,11.9,1.3,565,08252025,2025,04,06,W,67,146.5,373.5,NA,NA,229.6398,143.8602,17.73408,17.06592,0.962323391,NA
213,2024_Cont04_Both06_W68,Norm,Ambient,Hyp,Warm,Cont,Both,Cont04,Both06,664.59978,329.70022,847.64082,369.25918,183.04104,39.55896,NA,NA,NA,NA,321.4,23.2,NA,313.9,22.3,NA,-7.5,-0.9,557,08252025,2025,04,06,W,68,655.7,1504.2,NA,"Bee tag very fouled, came off but weighed with it",1035.90708,468.29292,188.26626,99.03374,0.526030208,NA
214,2024_Cont04_Cont01_W7,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont04,Cont01,460.34118,234.85882,860.46636,403.93364,400.12518,169.07482,NA,NA,NA,NA,213.6,18.1,NA,366.3,25.9,NA,152.7,7.8,16,08272025,2025,04,01,W,7,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
215,2024_Cont04_Cont01_W8,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont04,Cont01,343.96128,211.83872,652.72428,338.07572,308.763,126.237,NA,NA,NA,NA,180.1,16.6,NA,332.8,25,NA,152.7,8.4,8,08272025,2025,04,01,W,8,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
216,2024_Cont04_Cont03_W31,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont04,Cont03,206.99718,110.30282,494.54262,257.85738,287.54544,147.55456,NA,NA,NA,NA,130.3,15.7,NA,245.5,20.2,NA,115.2,4.5,216,08262025,2025,04,03,W,31,861.1,2019.2,NA,NA,1361.13744,658.06256,866.59482,400.20518,0.461813492,NA
217,2024_Cont04_Cont05_W56,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont04,Cont05,466.04142,249.75858,748.2033,421.2967,282.16188,171.53812,NA,NA,NA,NA,255.5,22,NA,406.6,27.3,NA,151.1,5.3,391,08252025,2025,04,05,W,56,1530.8,3701.9,NA,NA,2421.54042,1280.35958,1673.33712,859.06288,0.513383029,NA
218,2024_Cont04_Hyp01_W8,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont04,Hyp01,522.09378,304.70622,882.15894,459.24106,360.06516,154.53484,NA,NA,NA,NA,252.1,21.3,NA,336,23.9,NA,83.9,2.6,56,08272025,2025,04,01,W,8,1055,2409.8,NA,NA,1668.1587,741.6413,785.99976,282.40024,0.359287947,NA
219,2024_Cont04_Hyp02_W19,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont04,Hyp02,497.39274,332.10726,1015.95624,472.84376,518.5635,140.7365,NA,NA,NA,NA,356.8,25.1,NA,401,25.8,NA,44.2,0.7,156,08272025,2025,04,02,W,19,1051.6,2755.4,NA,NA,1662.77514,1092.62486,646.8189,619.7811,0.95819881,NA
220,2024_Cont04_Hyp02_W20,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont04,Hyp02,764.19564,673.00436,1286.5593,878.7407,522.36366,205.73634,NA,NA,NA,NA,516,30.6,NA,619.1,34,NA,103.1,3.4,159,08272025,2025,04,02,W,20,1094.2,2722.6,NA,NA,1730.22798,992.37202,443.66868,113.63132,0.256117515,NA
221,2024_Cont04_Hyp04_W43,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont04,Hyp04,520.9854,340.6146,723.50226,471.39774,202.51686,130.78314,NA,NA,NA,NA,311.7,23.6,NA,351.4,25.1,NA,39.7,1.5,352,08262025,2025,04,04,W,43,697.5,1783.1,NA,NA,1102.0932,681.0068,378.59094,209.60906,0.553655774,NA
222,2024_Cont04_Hyp04_W44,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont04,Hyp04,218.556,106.344,373.88754,177.31246,155.33154,70.96846,NA,NA,NA,NA,166.5,16.5,NA,261.7,19.6,NA,95.2,3.1,358,08262025,2025,04,04,W,44,745.4,1678.3,NA,NA,1177.93806,500.36194,804.05052,323.04948,0.40177759,NA
223,2024_Cont04_Warm02_W19,Norm,Ambient,Norm,Warm,Cont,Warm,Cont04,Warm02,669.19164,525.70836,1526.60274,901.49726,857.4111,375.7889,NA,NA,NA,NA,457.9,29.4,NA,647.5,34,NA,189.6,4.6,126,08272025,2025,04,02,W,19,1382.2,3506.7,NA,NA,2186.24718,1320.45282,659.64444,418.95556,0.63512331,NA
224,2024_Cont04_Warm02_W20,Norm,Ambient,Norm,Warm,Cont,Warm,Cont04,Warm02,223.14786,132.75214,497.55108,225.84892,274.40322,93.09678,NA,NA,NA,NA,162.8,16.6,NA,233.6,18.3,NA,70.8,1.7,139,08272025,2025,04,02,W,20,357.7,861.8,NA,NA,564.05388,297.74612,66.5028,71.8972,1.081115382,NA
225,2024_Cont04_Warm03_W32,Norm,Ambient,Norm,Warm,Cont,Warm,Cont04,Warm03,352.98666,295.91334,487.57566,336.32434,134.589,40.411,NA,NA,NA,NA,284.9,20.7,NA,321.6,24,NA,36.7,3.3,219,08262025,2025,04,03,W,32,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
226,2024_Cont04_Warm04_W43,Norm,Ambient,Norm,Warm,Cont,Warm,Cont04,Warm04,221.88114,117.91886,361.53702,165.16298,139.65588,47.24412,NA,NA,NA,NA,137.3,14.7,NA,183.2,16.9,NA,45.9,2.2,332,08262025,2025,04,04,W,43,757.5,1720.3,NA,NA,1197.0972,523.2028,835.56018,358.03982,0.428502732,NA
227,2024_Cont04_Warm04_W44,Norm,Ambient,Norm,Warm,Cont,Warm,Cont04,Warm04,213.8058,166.7942,395.1051,255.4949,181.2993,88.7007,NA,NA,NA,NA,177.5,16.7,NA,231.8,18.8,NA,54.3,2.1,318,08262025,2025,04,04,W,44,765.6,2009.7,NA,NA,1209.92274,799.77726,814.81764,544.28236,0.66798058,NA
228,2024_Cont04_Warm06_W68,Norm,Ambient,Norm,Warm,Cont,Warm,Cont04,Warm06,565.16226,296.83774,990.14682,452.05318,424.98456,155.21544,NA,NA,NA,NA,266.7,21.1,NA,369.8,26.1,NA,103.1,5,507,08252025,2025,04,06,W,68,1377.1,3098.6,NA,NA,2178.17184,920.42816,1188.02502,468.37498,0.394246731,NA
229,2024_Cont05_Both01_W10,Norm,Ambient,Hyp,Warm,Cont,Both,Cont05,Both01,245.79048,175.10952,353.62002,211.17998,107.82954,36.07046,NA,NA,NA,NA,167.6,16.5,NA,209,18.3,NA,41.4,1.8,88,08272025,2025,05,01,W,10,230.1,580.8,NA,NA,362.01204,218.78796,8.39202,7.60798,0.906573149,NA
230,2024_Cont05_Both01_W9,Norm,Ambient,Hyp,Warm,Cont,Both,Cont05,Both01,452.42418,322.57582,599.99706,374.80294,147.57288,52.22712,NA,NA,NA,NA,276.4,21.3,NA,343.7,23.6,NA,67.3,2.3,97,08272025,2025,05,01,W,9,707.3,1735.1,NA,NA,1117.61052,617.48948,517.61346,242.68654,0.468856702,NA
231,2024_Cont05_Both02_W21,Norm,Ambient,Hyp,Warm,Cont,Both,Cont05,Both02,365.33718,232.66282,586.22148,321.57852,220.8843,88.9157,NA,NA,NA,NA,219.7,19,NA,191.5,18.9,NA,-28.2,-0.1,173,08272025,2025,05,02,W,21,578.7,1418.5,NA,NA,913.98528,504.51472,327.7638,182.9362,0.558134242,NA
232,2024_Cont05_Both02_W22,Norm,Ambient,Hyp,Warm,Cont,Both,Cont05,Both02,456.8577,257.8423,756.75366,316.14634,299.89596,58.30404,NA,NA,NA,NA,238.6,20.1,NA,260.2,20.7,NA,21.6,0.6,185,08272025,2025,05,02,W,22,737.1,1706.4,NA,NA,1164.79584,541.60416,408.04218,225.45782,0.552535574,NA
233,2024_Cont05_Both03_W33,Norm,Ambient,Hyp,Warm,Cont,Both,Cont05,Both03,593.50512,374.99488,848.7492,475.9508,255.24408,100.95592,NA,NA,NA,NA,293.8,23.2,NA,351.6,24.7,NA,57.8,1.5,269,08262025,2025,05,03,W,33,932.7,2361.8,NA,NA,1474.50888,887.29112,625.75968,411.34032,0.657345516,NA
234,2024_Cont05_Both05_W57,Norm,Ambient,Hyp,Warm,Cont,Both,Cont05,Both05,396.37182,182.42818,570.70416,291.49584,174.33234,109.06766,NA,NA,NA,NA,182.8,17.4,NA,230.9,21.1,NA,48.1,3.7,466,08252025,2025,05,05,W,57,415.5,989.7,NA,NA,655.5744,334.1256,84.87024,42.62976,0.502293383,NA
235,2024_Cont05_Both05_W58,Norm,Ambient,Hyp,Warm,Cont,Both,Cont05,Both05,690.25086,283.84914,1299.2265,487.2735,608.97564,203.42436,NA,NA,NA,NA,293,23.9,NA,391.4,26.9,NA,98.4,3,463,08252025,2025,05,05,W,58,1544.7,3334.1,NA,NA,2443.54968,890.55032,1144.32318,403.27682,0.352415146,NA
236,2024_Cont05_Both06_W70,Norm,Ambient,Hyp,Warm,Cont,Both,Cont05,Both06,385.92138,284.87862,712.41846,443.08154,326.49708,158.20292,NA,NA,NA,NA,244.2,20.3,NA,293.2,22.3,NA,49,2,560,08252025,2025,05,06,W,70,651.6,1577.9,NA,NA,1029.41514,548.48486,316.99668,105.40332,0.332506069,NA
237,2024_Cont05_Cont02_W22,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont05,Cont02,678.37536,492.22464,1167.8043,616.9957,489.42894,124.77106,NA,NA,NA,NA,424.3,27.5,NA,468.8,27.8,NA,44.5,0.3,117,08272025,2025,05,02,W,22,1280.9,2975.6,NA,NA,2025.84876,949.75124,858.04446,332.75554,0.387806874,NA
238,2024_Cont05_Cont04_W45,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont05,Cont04,725.08566,456.71434,1082.3007,631.1993,357.21504,174.48496,NA,NA,NA,NA,362.2,25.2,NA,464,29.1,NA,101.8,3.9,300,08262025,2025,05,04,W,45,1561,3799.6,NA,NA,2469.3591,1330.2409,1387.0584,699.0416,0.503974166,NA
239,2024_Cont05_Cont05_W58,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont05,Cont05,301.36782,154.13218,475.22514,212.97486,173.85732,58.84268,NA,NA,NA,NA,153.3,15.2,NA,235.8,19,NA,82.5,3.8,400,08252025,2025,05,05,W,58,747.1,1810.3,NA,NA,1180.62984,629.67016,705.4047,416.6953,0.590718066,NA
240,2024_Cont05_Hyp01_W10,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont05,Hyp01,217.60596,150.69404,366.12888,277.07112,148.52292,126.37708,NA,NA,NA,NA,179.2,17.6,NA,259.7,19.6,NA,80.5,2,59,08272025,2025,05,01,W,10,487.5,1328.6,NA,NA,769.5792,559.0208,403.45032,281.94968,0.698846093,NA
241,2024_Cont05_Hyp01_W9,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont05,Hyp01,283.00038,162.59962,389.08818,212.41182,106.0878,49.8122,NA,NA,NA,NA,179.8,16.4,NA,224.5,18.4,NA,44.7,2,66,08272025,2025,05,01,W,9,670.8,1545.9,NA,NA,1059.81642,486.08358,670.72824,273.67176,0.408021824,NA
242,2024_Cont05_Hyp06_W69,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont05,Hyp06,1003.9224,510.3776,1264.3917,646.3083,260.4693,135.9307,NA,NA,NA,NA,409.3,28.5,NA,374.6,27.9,NA,-34.7,-0.6,547,08252025,2025,05,06,W,69,1108.5,2586.1,NA,NA,1752.8706,833.2294,488.4789,186.9211,0.382659517,NA
243,2024_Cont05_Hyp06_W70,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont05,Hyp06,367.87062,217.32938,555.8202,331.3798,187.94958,114.05042,NA,NA,NA,NA,222.7,21.7,NA,305.3,22.8,NA,82.6,1.1,531,08252025,2025,05,06,W,70,715.8,1693.4,NA,NA,1131.06942,562.33058,575.24922,230.95078,0.401479519,NA
244,2024_Cont05_Warm03_W34,Norm,Ambient,Norm,Warm,Cont,Warm,Cont05,Warm03,220.45608,121.04392,325.91052,151.68948,105.45444,30.64556,NA,NA,NA,NA,112.1,14.2,NA,168.2,16.4,NA,56.1,2.2,241,08262025,2025,05,03,W,34,314.7,763.4,NA,NA,495.96768,267.43232,170.05716,115.74284,0.68061139,NA
245,2024_Cont05_Warm05_W58,Norm,Ambient,Norm,Warm,Cont,Warm,Cont05,Warm05,599.68038,349.21962,907.81002,484.78998,308.12964,135.57036,NA,NA,NA,NA,385.6,24.9,NA,427,27.9,NA,41.4,3,418,08252025,2025,05,05,W,58,1869.9,4607.1,NA,"Dropped on lap, shell flaked",2958.47136,1648.62864,2050.66134,1163.83866,0.567543083,NA
246,2024_Cont05_Warm06_W69,Norm,Ambient,Norm,Warm,Cont,Warm,Cont05,Warm06,587.32986,312.37014,1103.04324,465.25676,515.71338,152.88662,NA,NA,NA,NA,334.9,24,NA,363.3,24.3,NA,28.4,0.3,509,08252025,2025,05,06,W,69,881.3,1980.5,NA,NA,1393.12212,587.37788,290.07888,122.12112,0.4209928,NA
247,2024_Cont05_Warm06_W70,Norm,Ambient,Norm,Warm,Cont,Warm,Cont05,Warm06,426.29808,289.90192,556.77024,326.72976,130.47216,36.82784,NA,NA,NA,NA,245.5,19.4,NA,300,20.7,NA,54.5,1.3,519,08252025,2025,05,06,W,70,757.8,1725.7,NA,NA,1197.57222,528.12778,640.80198,201.39802,0.314290571,NA
248,2024_Cont06_Both01_W11,Norm,Ambient,Hyp,Warm,Cont,Both,Cont06,Both01,274.92504,209.67496,458.4411,358.5589,183.51606,148.88394,NA,NA,NA,NA,156.2,16.6,NA,292.2,21.4,NA,136,4.8,84,08272025,2025,06,01,W,11,791.8,2166.8,NA,NA,1251.40782,915.39218,792.96672,556.83328,0.702215195,NA
249,2024_Cont06_Both03_W35,Norm,Ambient,Hyp,Warm,Cont,Both,Cont06,Both03,407.29728,280.20272,657.9495,434.0505,250.65222,153.84778,NA,NA,NA,NA,202.3,18.1,NA,351.9,23.6,NA,149.6,5.5,268,08262025,2025,06,03,W,35,1401.4,3798,NA,NA,2216.64846,1581.35154,1558.69896,1147.30104,0.736063261,NA
250,2024_Cont06_Both03_W36,Norm,Ambient,Hyp,Warm,Cont,Both,Cont06,Both03,300.57612,258.52388,489.47574,328.02426,188.89962,69.50038,NA,NA,NA,NA,179.5,18.9,NA,229,20.7,NA,49.5,1.8,278,08262025,2025,06,03,W,36,820.9,2000.2,NA,NA,1297.48476,702.71524,808.00902,374.69098,0.463721284,NA
251,2024_Cont06_Both04_W47,Norm,Ambient,Hyp,Warm,Cont,Both,Cont06,Both04,160.7619,114.6381,275.40006,187.89994,114.63816,73.26184,NA,NA,NA,NA,139.9,15.8,NA,200.8,19.4,NA,60.9,3.6,384,08262025,2025,06,04,W,47,214.4,561.8,NA,NA,337.15266,224.64734,61.7526,36.7474,0.595074539,NA
252,2024_Cont06_Both05_W59,Norm,Ambient,Hyp,Warm,Cont,Both,Cont06,Both05,166.14546,90.75454,214.5975,99.5025,48.45204,8.74796,NA,NA,NA,NA,96.1,12.7,NA,102.3,13.8,NA,6.2,1.1,480,08252025,2025,06,05,W,59,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
253,2024_Cont06_Cont01_W11,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont06,Cont01,752.00346,249.29654,1247.13264,391.36736,495.12918,142.07082,NA,NA,NA,NA,237.5,19.4,NA,401.6,24.1,NA,164.1,4.7,18,08272025,2025,06,01,W,11,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
254,2024_Cont06_Cont01_W12,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont06,Cont01,226.473,210.927,459.2328,358.6672,232.7598,147.7402,NA,NA,NA,"Was attached to B9, shell tip broke off when separated may not be accurate",175.9,17.1,NA,312.8,23.4,NA,136.9,6.3,10,08272025,2025,06,01,W,12,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
255,2024_Cont06_Cont02_W23,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont06,Cont02,311.9766,269.5234,627.54822,413.75178,315.57162,144.22838,NA,NA,NA,NA,265.2,22.1,NA,380.4,25.6,NA,115.2,3.5,107,08272025,2025,06,02,W,23,987.2,2422.2,NA,NA,1560.80418,861.39582,933.25596,447.64404,0.479658378,NA
256,2024_Cont06_Cont02_W24,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont06,Cont02,298.5177,225.0823,664.59978,416.70022,366.08208,191.61792,NA,NA,NA,NA,195.1,17.5,NA,300,22.2,NA,104.9,4.7,111,08272025,2025,06,02,W,24,723.1,1810.1,NA,NA,1142.62824,667.47176,478.02846,250.77154,0.524595418,NA
257,2024_Cont06_Cont04_W47,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont06,Cont04,305.00964,181.39036,488.05068,292.14932,183.04104,110.75896,NA,NA,NA,NA,188,17.3,NA,242.6,20.3,NA,54.6,3,307,08262025,2025,06,04,W,47,884,2190.7,NA,NA,1397.3973,793.3027,909.34662,501.15338,0.5511137,NA
258,2024_Cont06_Cont04_W48,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont06,Cont04,207.94722,156.45278,247.37388,171.62612,39.42666,15.17334,NA,NA,NA,NA,171.6,15.8,NA,156.4,16.2,NA,-15.2,0.4,292,08262025,2025,06,04,W,48,583.8,1416,NA,NA,922.06062,493.93938,674.68674,322.31326,0.477722832,NA
259,2024_Cont06_Cont06_W71,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont06,Cont06,254.65752,141.34248,431.5233,231.3767,176.86578,90.03422,NA,NA,NA,NA,141.7,16.5,NA,199.5,19.3,NA,57.8,2.8,481,08252025,2025,06,06,W,71,770.5,1795.8,NA,Double,1217.6814,578.1186,786.1581,346.7419,0.441058739,NA
260,2024_Cont06_Hyp01_W11,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont06,Hyp01,547.26984,308.83016,948.34506,451.15494,401.07522,142.32478,NA,NA,NA,NA,250.7,20.3,NA,389.4,25,NA,138.7,4.7,62,08272025,2025,06,01,W,11,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
261,2024_Cont06_Hyp01_W12,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont06,Hyp01,420.4395,256.2605,671.25006,429.94994,250.81056,173.68944,NA,NA,NA,NA,229.3,19.7,NA,321,25.6,NA,91.7,5.9,69,08272025,2025,06,01,W,12,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
262,2024_Cont06_Hyp02_W24,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont06,Hyp02,804.414,653.486,1321.55244,847.44756,517.13844,193.96156,NA,NA,NA,NA,455.5,29.1,NA,506.2,31.6,NA,50.7,2.5,152,08272025,2025,06,02,W,24,1695.5,4708.1,NA,NA,2682.3264,2025.7736,1360.77396,1178.32604,0.865923419,NA
263,2024_Cont06_Hyp05_W59,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont06,Hyp05,471.1083,271.0917,607.12236,313.77764,136.01406,42.68594,NA,NA,NA,NA,223.6,17.9,NA,271.1,20.3,NA,47.5,2.4,434,08252025,2025,06,05,W,59,1366.8,3152.4,NA,Pulled off meso lid mesh,2161.86282,990.53718,1554.74046,676.75954,0.435287791,NA
264,2024_Cont06_Hyp06_W71,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont06,Hyp06,634.9902,472.4098,969.56262,622.63738,334.57242,150.22758,NA,NA,NA,"09.23.24 SKM changed data point in working post phase 2.1 from W61 to W71, was written down wrong on the data sheet but verified that this is actually W71 from the photos. Also changed Phase 1 info and 'Sample_Name""",430.4,27.2,NA,470.1,28.2,NA,39.7,1,530,08252025,2025,06,06,W,71,880.1,2159.3,NA,NA,1391.22204,768.07796,421.65942,145.44058,0.344924299,NA
265,2024_Cont06_Hyp06_W72,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont06,Hyp06,388.92984,185.27016,513.0684,230.3316,124.13856,45.06144,NA,NA,NA,NA,226.1,21.7,NA,217.3,18.9,NA,-8.8,-2.8,533,08252025,2025,06,06,W,72,432.2,981.6,NA,NA,682.01718,299.58282,168.94878,69.25122,0.409894762,NA
266,2024_Cont06_Warm01_W11,Norm,Ambient,Norm,Warm,Cont,Warm,Cont06,Warm01,1443.63258,911.66742,2329.2282,1078.6718,885.59562,167.00438,NA,NA,NA,NA,553.4,30.9,NA,683.8,33.8,NA,130.4,2.9,33,08272025,2025,06,01,W,11,2977.7,7436,NA,NA,4712.56188,2723.43812,2383.33368,1644.76632,0.690111642,NA
267,2024_Cont06_Warm01_W12,Norm,Ambient,Norm,Warm,Cont,Warm,Cont06,Warm01,371.98746,297.31254,635.30688,431.89312,263.31942,134.58058,NA,NA,NA,NA,254.3,21.3,NA,362.8,24.7,NA,108.5,3.4,49,08272025,2025,06,01,W,12,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
268,2024_Cont06_Warm02_W23,Norm,Ambient,Norm,Warm,Cont,Warm,Cont06,Warm02,1129.64436,636.85564,2099.47686,1045.62314,969.8325,408.7675,NA,NA,NA,NA,457.2,27.1,NA,597.8,31.8,NA,140.6,4.7,133,08272025,2025,06,02,W,23,1854.5,4521,NA,NA,2934.087,1586.913,834.61014,541.28986,0.648554138,NA
269,2024_Cont06_Warm05_W59,Norm,Ambient,Norm,Warm,Cont,Warm,Cont06,Warm05,387.34644,268.05356,859.99134,557.90866,472.6449,289.8551,NA,NA,NA,NA,204.5,20.2,NA,463.5,27.5,NA,259,7.3,425,08252025,2025,06,05,W,59,1056.5,2670.2,NA,"Accidentally put these back in the water, wating another 1 hour after patting dry so they aren't out of the water too long",1670.5338,999.6662,810.54246,441.75754,0.545014681,NA
270,2024_Cont06_Warm05_W60,Norm,Ambient,Norm,Warm,Cont,Warm,Cont06,Warm05,515.91852,301.98148,1110.32688,592.57312,594.40836,290.59164,NA,NA,NA,NA,307.1,21.1,NA,460.2,28.8,NA,153.1,7.7,421,08252025,2025,06,05,W,60,1662.2,4076.6,NA,NA,2629.59918,1447.00082,1519.2723,854.4277,0.562392732,NA
271,2024_Hyp01_Both01_B1,Hyp,Ambient,Hyp,Warm,Hyp,Both,Hyp01,Both01,308.49312,159.40688,443.55714,206.74286,135.06402,47.33598,NA,NA,NA,Extra untagged oyster-- we checked before. Was this a double?,175.1,17.3,NA,213.7,19.5,NA,38.6,2.2,78,08272025,2025,01,01,B,1,465.8,1061,NA,NA,735.21942,325.78058,291.66228,119.03772,0.408135464,NA
272,2024_Hyp01_Both01_B2,Hyp,Ambient,Hyp,Warm,Hyp,Both,Hyp01,Both01,246.58218,189.01782,317.20182,210.39818,70.61964,21.38036,NA,NA,NA,NA,178.6,17.5,NA,201,18.6,NA,22.4,1.1,89,08272025,2025,01,01,B,2,417.2,1050,NA,NA,658.26618,391.73382,341.06436,181.33564,0.531675722,NA
273,2024_Hyp01_Both03_B26,Hyp,Ambient,Hyp,Warm,Hyp,Both,Hyp01,Both03,200.82192,133.47808,356.47014,210.22986,155.64822,76.75178,NA,NA,NA,NA,141.8,15.5,NA,237,21.5,NA,95.2,6,282,08262025,2025,01,03,B,26,428.1,1102.4,NA,Has large tube worm on it,675.52524,426.87476,319.0551,216.6449,0.679020332,NA
274,2024_Hyp01_Both04_B37,Hyp,Ambient,Hyp,Warm,Hyp,Both,Hyp01,Both04,191.00484,124.59516,360.90366,197.49634,169.89882,72.90118,NA,NA,NA,NA,146.3,15,NA,176.7,18.4,NA,30.4,3.4,383,08262025,2025,01,04,B,37,731,1832.1,NA,Broke slightly when picked up,1155.1371,676.9629,794.23344,479.46656,0.60368468,NA
275,2024_Hyp01_Both04_B38,Hyp,Ambient,Hyp,Warm,Hyp,Both,Hyp01,Both04,368.02896,196.27104,628.18158,339.81842,260.15262,143.54738,NA,NA,NA,NA,146.8,17.1,NA,313.8,24.9,NA,167,7.8,376,08262025,2025,01,04,B,38,905.4,2145.1,NA,NA,1431.28206,713.81794,803.10048,373.99952,0.465694554,NA
276,2024_Hyp01_Both05_B50,Hyp,Ambient,Hyp,Warm,Hyp,Both,Hyp01,Both05,154.4283,165.0717,145.40292,153.59708,-9.02538,-11.47462,Y,NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",153,15.2,NA,134.7,15.3,NA,-18.3,0.1,479,08252025,2025,01,05,B,50,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
277,2024_Hyp01_Cont01_B1,Hyp,Ambient,Norm,Ambient,Hyp,Cont,Hyp01,Cont01,439.28196,280.41804,909.07674,309.52326,469.79478,29.10522,NA,NA,NA,NA,210.8,18.7,NA,278.7,22.5,NA,67.9,3.8,12,08272025,2025,01,01,B,1,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
278,2024_Hyp01_Cont03_B25,Hyp,Ambient,Norm,Ambient,Hyp,Cont,Hyp01,Cont03,105.02622,77.37378,414.42258,290.47742,309.39636,213.10364,NA,NA,NA,NA,109.3,13.8,NA,240.6,23.7,NA,131.3,9.9,195,08262025,2025,01,03,B,25,496,1299.7,NA,7/27 rechecked oysters in meso b/c 2 were marked as B29,783.0381,516.6619,368.61552,226.18448,0.613605417,NA
279,2024_Hyp01_Cont03_B26,Hyp,Ambient,Norm,Ambient,Hyp,Cont,Hyp01,Cont03,302.4762,158.7238,541.5696,265.6304,239.0934,106.9066,NA,NA,NA,NA,186.3,16.8,NA,251.1,20.2,NA,64.8,3.4,196,08262025,2025,01,03,B,26,470,1122.5,NA,NA,741.8697,380.6303,200.3001,114.9999,0.574138006,NA
280,2024_Hyp01_Cont04_B37,Hyp,Ambient,Norm,Ambient,Hyp,Cont,Hyp01,Cont04,362.01204,171.58796,836.24034,446.65966,474.2283,275.0717,NA,NA,NA,NA,186.7,17.7,NA,312.6,23.2,NA,125.9,5.5,305,08262025,2025,01,04,B,37,1026.1,2426.8,NA,NA,1622.39844,804.40156,786.1581,357.7419,0.455050835,NA
281,2024_Hyp01_Cont05_B49,Hyp,Ambient,Norm,Ambient,Hyp,Cont,Hyp01,Cont05,436.59018,289.20982,1043.34906,675.95094,606.75888,386.74112,NA,NA,NA,NA,299.3,23.3,NA,496.6,28.6,NA,197.3,5.3,401,08252025,2025,01,05,B,49,1347.3,3618.1,NA,NA,2130.98652,1487.11348,1087.63746,811.16254,0.745802319,NA
