Tank_num,Date / Time,pH Value,mV Value,Temperature,Average Slope,Date / Time,Salinity Value,Conductance Value,Temperature,Salinity Type,Reference Temperature,Cell Constant,Date / Time,Concentration Value,Saturation Value,Partial Pressure,Solution Temperature,Barometric Pressure,Salinity Correction,Slope
19,8/1/2024 8:58,7.56 pH,-26.6 mV,30.3 째C,100.30%,8/1/2024 8:58,11.54 psu,45.11 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 8:58,5.78 mg/L,81.4 % sat,118.1 Torr,30.2 째C,761.0 mmHg,11.5 ppt,1.474 Torr/%Sat
18,8/1/2024 9:00,7.54 pH,-25.5 mV,30.6 째C,100.30%,8/1/2024 9:00,11.56 psu,45.41 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:00,5.83 mg/L,82.5 % sat,119.7 Torr,30.5 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
17,8/1/2024 9:02,7.53 pH,-25.4 mV,30.5 째C,100.30%,8/1/2024 9:02,11.56 psu,45.36 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:02,5.99 mg/L,84.6 % sat,122.8 Torr,30.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
16,8/1/2024 9:04,7.54 pH,-25.4 mV,30.5 째C,100.30%,8/1/2024 9:04,11.54 psu,45.24 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:04,5.69 mg/L,80.3 % sat,116.6 Torr,30.4 째C,761.0 mmHg,11.5 ppt,1.474 Torr/%Sat
15,8/1/2024 9:06,7.57 pH,-27.5 mV,30.5 째C,100.30%,8/1/2024 9:06,11.56 psu,45.38 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:06,6.01 mg/L,85.0 % sat,123.4 Torr,30.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
14,8/1/2024 9:08,7.57 pH,-27.4 mV,30.6 째C,100.30%,8/1/2024 9:08,11.56 psu,45.45 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:08,5.94 mg/L,84.1 % sat,122.0 Torr,30.5 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
13,8/1/2024 9:09,7.56 pH,-26.9 mV,30.6 째C,100.30%,8/1/2024 9:09,11.56 psu,45.38 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:09,5.85 mg/L,82.7 % sat,119.9 Torr,30.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
12,8/1/2024 9:11,7.51 pH,-23.6 mV,27.6 째C,100.30%,8/1/2024 9:11,11.56 psu,42.97 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:11,6.51 mg/L,87.9 % sat,128.5 Torr,27.7 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
11,8/1/2024 9:13,7.49 pH,-22.7 mV,27.5 째C,100.30%,8/1/2024 9:13,11.55 psu,42.80 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:13,6.42 mg/L,86.3 % sat,126.2 Torr,27.5 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
10,8/1/2024 9:13,7.48 pH,-21.8 mV,27.5 째C,100.30%,8/1/2024 9:13,11.55 psu,42.77 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:13,6.50 mg/L,87.4 % sat,127.8 Torr,27.4 째C,761.0 mmHg,11.5 ppt,1.474 Torr/%Sat
9,8/1/2024 9:15,7.52 pH,-24.0 mV,27.5 째C,100.30%,8/1/2024 9:15,11.56 psu,42.87 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:15,6.49 mg/L,87.3 % sat,127.6 Torr,27.5 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
8,8/1/2024 9:16,7.45 pH,-20.2 mV,27.5 째C,100.30%,8/1/2024 9:16,11.56 psu,42.80 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:16,6.33 mg/L,85.0 % sat,124.3 Torr,27.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
7,8/1/2024 9:18,7.46 pH,-20.5 mV,27.4 째C,100.30%,8/1/2024 9:18,11.56 psu,42.78 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:18,6.29 mg/L,84.4 % sat,123.4 Torr,27.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
6,8/1/2024 9:20,7.57 pH,-27.1 mV,27.5 째C,100.30%,8/1/2024 9:20,11.57 psu,42.83 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:20,6.55 mg/L,88.0 % sat,128.6 Torr,27.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
5,8/1/2024 9:21,7.55 pH,-25.9 mV,27.3 째C,100.30%,8/1/2024 9:21,11.57 psu,42.72 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:21,6.61 mg/L,88.5 % sat,129.4 Torr,27.2 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
4,8/1/2024 9:23,7.55 pH,-26.2 mV,27.4 째C,100.30%,8/1/2024 9:23,11.56 psu,42.75 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:23,6.35 mg/L,85.2 % sat,124.6 Torr,27.3 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
3,8/1/2024 9:24,7.52 pH,-24.5 mV,27.4 째C,100.30%,8/1/2024 9:24,11.57 psu,42.80 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:24,6.52 mg/L,87.4 % sat,127.8 Torr,27.3 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
2,8/1/2024 9:26,7.53 pH,-24.8 mV,27.5 째C,100.30%,8/1/2024 9:26,11.57 psu,42.85 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:26,6.40 mg/L,86.0 % sat,125.7 Torr,27.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
1,8/1/2024 9:27,7.55 pH,-26.2 mV,27.5 째C,100.30%,8/1/2024 9:27,11.57 psu,42.90 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 9:27,6.65 mg/L,89.4 % sat,130.6 Torr,27.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
24,8/1/2024 14:59,7.66 pH,-33.1 mV,30.1 째C,100.30%,8/1/2024 14:59,11.56 psu,45.01 mS,30.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 14:59,5.74 mg/L,80.5 % sat,116.8 Torr,29.9 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
23,8/1/2024 15:01,7.67 pH,-33.3 mV,29.9 째C,100.30%,8/1/2024 15:01,11.55 psu,44.85 mS,29.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:01,5.60 mg/L,78.5 % sat,114.0 Torr,29.8 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
22,8/1/2024 15:03,7.63 pH,-31.1 mV,30.0 째C,100.30%,8/1/2024 15:03,11.55 psu,44.90 mS,30.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:03,5.73 mg/L,80.3 % sat,116.6 Torr,29.8 째C,760.0 mmHg,11.5 ppt,1.474 Torr/%Sat
21,8/1/2024 15:04,7.71 pH,-35.9 mV,30.4 째C,100.30%,8/1/2024 15:04,11.55 psu,45.22 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:04,6.02 mg/L,85.0 % sat,123.3 Torr,30.3 째C,760.0 mmHg,11.5 ppt,1.474 Torr/%Sat
20,8/1/2024 15:05,7.79 pH,-40.4 mV,30.8 째C,100.30%,8/1/2024 15:05,11.56 psu,45.59 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:05,6.26 mg/L,88.9 % sat,128.8 Torr,30.6 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
19,8/1/2024 15:06,7.75 pH,-38.2 mV,30.6 째C,100.30%,8/1/2024 15:06,11.56 psu,45.39 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:06,6.15 mg/L,87.1 % sat,126.2 Torr,30.5 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
18,8/1/2024 15:08,7.61 pH,-29.9 mV,30.9 째C,100.30%,8/1/2024 15:08,11.56 psu,45.67 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:08,0.66 mg/L,9.4 % sat,13.6 Torr,30.8 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
17,8/1/2024 15:10,7.61 pH,-30.2 mV,30.9 째C,100.30%,8/1/2024 15:10,11.56 psu,45.63 mS,30.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:10,0.94 mg/L,13.4 % sat,19.5 Torr,30.7 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
16,8/1/2024 15:12,7.60 pH,-29.2 mV,30.7 째C,100.30%,8/1/2024 15:12,11.56 psu,45.53 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:12,0.82 mg/L,11.6 % sat,16.7 Torr,30.7 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
15,8/1/2024 15:14,7.62 pH,-30.5 mV,30.8 째C,100.30%,8/1/2024 15:14,11.55 psu,45.57 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:14,0.92 mg/L,13.1 % sat,19.0 Torr,30.7 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
14,8/1/2024 15:16,7.60 pH,-29.6 mV,30.8 째C,100.30%,8/1/2024 15:16,11.55 psu,45.55 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:16,1.07 mg/L,15.2 % sat,22.1 Torr,30.7 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
13,8/1/2024 15:18,7.60 pH,-29.3 mV,30.8 째C,100.30%,8/1/2024 15:18,11.55 psu,45.57 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:18,0.72 mg/L,10.3 % sat,14.9 Torr,30.7 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
12,8/1/2024 15:20,7.52 pH,-24.4 mV,27.9 째C,100.30%,8/1/2024 15:20,11.55 psu,43.16 mS,27.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:20,0.57 mg/L,7.7 % sat,11.3 Torr,27.9 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
11,8/1/2024 15:22,7.57 pH,-27.5 mV,28.0 째C,100.30%,8/1/2024 15:22,11.56 psu,43.25 mS,28.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:22,0.30 mg/L,4.1 % sat,6.0 Torr,27.9 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
10,8/1/2024 15:25,7.60 pH,-29.1 mV,28.0 째C,100.30%,8/1/2024 15:25,11.55 psu,43.24 mS,28.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:25,0.46 mg/L,6.2 % sat,9.0 Torr,27.9 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
9,8/1/2024 15:26,7.66 pH,-32.8 mV,28.2 째C,100.30%,8/1/2024 15:26,11.55 psu,43.40 mS,28.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:26,0.37 mg/L,5.1 % sat,7.4 Torr,28.1 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
8,8/1/2024 15:28,7.66 pH,-32.5 mV,28.1 째C,100.30%,8/1/2024 15:28,11.56 psu,43.35 mS,28.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:28,0.32 mg/L,4.3 % sat,6.2 Torr,28.0 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
7,8/1/2024 15:31,7.64 pH,-31.3 mV,28.1 째C,100.30%,8/1/2024 15:31,11.56 psu,43.29 mS,28.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:31,0.28 mg/L,3.8 % sat,5.6 Torr,27.9 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
6,8/1/2024 15:33,7.77 pH,-38.8 mV,28.2 째C,100.30%,8/1/2024 15:33,11.55 psu,43.43 mS,28.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:33,6.41 mg/L,87.3 % sat,127.3 Torr,28.1 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
5,8/1/2024 15:34,7.73 pH,-36.9 mV,28.0 째C,100.30%,8/1/2024 15:34,11.57 psu,43.32 mS,28.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:34,6.60 mg/L,89.5 % sat,130.5 Torr,27.9 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
4,8/1/2024 15:35,7.73 pH,-36.5 mV,28.1 째C,100.30%,8/1/2024 15:35,11.55 psu,43.31 mS,28.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:35,6.62 mg/L,89.9 % sat,131.1 Torr,28.0 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
3,8/1/2024 15:36,7.72 pH,-36.2 mV,28.1 째C,100.30%,8/1/2024 15:36,11.57 psu,43.37 mS,28.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:36,6.43 mg/L,87.4 % sat,127.4 Torr,28.0 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
2,8/1/2024 15:38,7.72 pH,-36.2 mV,28.2 째C,100.30%,8/1/2024 15:38,11.55 psu,43.44 mS,28.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:38,6.50 mg/L,88.5 % sat,129.0 Torr,28.1 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
1,8/1/2024 15:39,7.76 pH,-38.5 mV,28.3 째C,100.30%,8/1/2024 15:39,11.56 psu,43.49 mS,28.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 15:39,6.75 mg/L,92.0 % sat,134.1 Torr,28.2 째C,760.0 mmHg,11.6 ppt,1.474 Torr/%Sat
1,8/2/2024 8:51,7.48 pH,-22.8 mV,27.7 째C,99.20%,8/2/2024 8:51,11.75 psu,43.68 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:51,6.67 mg/L,90.4 % sat,131.7 Torr,27.7 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
2,8/2/2024 8:51,7.46 pH,-21.6 mV,27.7 째C,99.20%,8/2/2024 8:51,11.75 psu,43.62 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:51,6.67 mg/L,90.2 % sat,131.4 Torr,27.6 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
3,8/2/2024 8:52,7.47 pH,-21.9 mV,27.6 째C,99.20%,8/2/2024 8:52,11.74 psu,43.51 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:52,6.71 mg/L,90.6 % sat,132.1 Torr,27.5 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
4,8/2/2024 8:53,7.46 pH,-21.7 mV,27.6 째C,99.20%,8/2/2024 8:53,11.74 psu,43.50 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:53,6.73 mg/L,90.9 % sat,132.5 Torr,27.5 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
5,8/2/2024 8:54,7.48 pH,-22.8 mV,27.4 째C,99.20%,8/2/2024 8:54,11.73 psu,43.39 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:54,6.68 mg/L,90.0 % sat,131.2 Torr,27.4 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
6,8/2/2024 8:54,7.49 pH,-23.4 mV,27.6 째C,99.20%,8/2/2024 8:54,11.76 psu,43.63 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:54,6.78 mg/L,91.7 % sat,133.6 Torr,27.5 째C,759.0 mmHg,11.8 ppt,1.474 Torr/%Sat
7,8/2/2024 8:55,7.40 pH,-18.0 mV,27.6 째C,99.20%,8/2/2024 8:55,11.74 psu,43.53 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:55,6.68 mg/L,90.3 % sat,131.6 Torr,27.5 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
8,8/2/2024 8:56,7.44 pH,-20.6 mV,27.6 째C,99.20%,8/2/2024 8:56,11.74 psu,43.56 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:56,6.61 mg/L,89.4 % sat,130.3 Torr,27.5 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
9,8/2/2024 8:57,7.51 pH,-24.6 mV,27.7 째C,99.20%,8/2/2024 8:57,11.75 psu,43.63 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:57,6.73 mg/L,91.0 % sat,132.6 Torr,27.6 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
10,8/2/2024 8:57,7.56 pH,-27.3 mV,27.7 째C,99.20%,8/2/2024 8:57,11.75 psu,43.65 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:57,6.82 mg/L,92.3 % sat,134.5 Torr,27.6 째C,759.0 mmHg,11.8 ppt,1.474 Torr/%Sat
11,8/2/2024 8:58,7.55 pH,-26.6 mV,27.6 째C,99.20%,8/2/2024 8:58,11.75 psu,43.61 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 8:58,6.78 mg/L,91.7 % sat,133.7 Torr,27.5 째C,759.0 mmHg,11.8 ppt,1.474 Torr/%Sat
12,8/2/2024 9:00,7.41 pH,-18.8 mV,27.4 째C,99.20%,8/2/2024 9:00,11.68 psu,43.14 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:00,5.90 mg/L,79.5 % sat,115.9 Torr,27.3 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
13,8/2/2024 9:01,7.62 pH,-31.1 mV,30.2 째C,99.20%,8/2/2024 9:01,11.68 psu,45.50 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:01,5.83 mg/L,82.1 % sat,119.0 Torr,29.9 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
14,8/2/2024 9:02,7.62 pH,-31.3 mV,30.4 째C,99.20%,8/2/2024 9:02,11.72 psu,45.81 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:02,6.11 mg/L,86.4 % sat,125.1 Torr,30.2 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
15,8/2/2024 9:03,7.65 pH,-33.1 mV,30.3 째C,99.20%,8/2/2024 9:03,11.72 psu,45.77 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:03,6.23 mg/L,88.0 % sat,127.5 Torr,30.2 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
16,8/2/2024 9:04,7.65 pH,-33.2 mV,30.3 째C,99.20%,8/2/2024 9:04,11.73 psu,45.82 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:04,6.25 mg/L,88.4 % sat,128.0 Torr,30.2 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
17,8/2/2024 9:05,7.63 pH,-31.7 mV,30.4 째C,99.20%,8/2/2024 9:05,11.73 psu,45.85 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:05,6.23 mg/L,88.1 % sat,127.7 Torr,30.2 째C,759.0 mmHg,11.7 ppt,1.474 Torr/%Sat
18,8/2/2024 9:06,7.63 pH,-31.8 mV,30.4 째C,99.20%,8/2/2024 9:06,11.75 psu,45.96 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:06,6.19 mg/L,87.6 % sat,126.8 Torr,30.3 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
19,8/2/2024 9:08,7.65 pH,-33.3 mV,30.3 째C,99.20%,8/2/2024 9:08,11.72 psu,45.73 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:08,6.16 mg/L,87.0 % sat,126.0 Torr,30.2 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
20,8/2/2024 9:09,7.66 pH,-33.5 mV,30.4 째C,99.20%,8/2/2024 9:09,11.74 psu,45.88 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:09,6.32 mg/L,89.4 % sat,129.4 Torr,30.2 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
21,8/2/2024 9:10,7.64 pH,-32.4 mV,30.2 째C,99.20%,8/2/2024 9:10,11.70 psu,45.55 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:10,6.22 mg/L,87.7 % sat,127.1 Torr,30.1 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
22,8/2/2024 9:11,7.62 pH,-31.1 mV,29.9 째C,99.20%,8/2/2024 9:11,11.68 psu,45.31 mS,29.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:11,5.99 mg/L,84.2 % sat,122.1 Torr,29.8 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
23,8/2/2024 9:12,7.64 pH,-32.2 mV,29.8 째C,99.20%,8/2/2024 9:12,11.67 psu,45.18 mS,29.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:12,6.06 mg/L,85.0 % sat,123.2 Torr,29.7 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
24,8/2/2024 9:12,7.62 pH,-31.4 mV,30.1 째C,99.20%,8/2/2024 9:12,11.70 psu,45.51 mS,30.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 9:12,6.12 mg/L,86.2 % sat,124.9 Torr,30.0 째C,758.0 mmHg,11.7 ppt,1.474 Torr/%Sat
1,8/2/2024 15:05,7.70 pH,-35.9 mV,28.4 째C,99.20%,8/2/2024 15:05,11.54 psu,43.52 mS,28.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:05,6.82 mg/L,93.4 % sat,135.4 Torr,28.1 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
2,8/2/2024 15:07,7.73 pH,-37.5 mV,28.4 째C,99.20%,8/2/2024 15:07,11.53 psu,43.52 mS,28.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:07,6.66 mg/L,91.3 % sat,132.3 Torr,28.2 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
3,8/2/2024 15:07,7.70 pH,-35.8 mV,28.3 째C,99.20%,8/2/2024 15:07,11.54 psu,43.38 mS,28.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:07,6.62 mg/L,90.5 % sat,131.3 Torr,28.1 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
4,8/2/2024 15:08,7.75 pH,-38.7 mV,28.3 째C,99.20%,8/2/2024 15:08,11.53 psu,43.42 mS,28.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:08,6.71 mg/L,91.9 % sat,133.3 Torr,28.1 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
5,8/2/2024 15:09,7.74 pH,-38.0 mV,28.2 째C,99.20%,8/2/2024 15:09,11.53 psu,43.36 mS,28.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:09,6.65 mg/L,91.0 % sat,131.9 Torr,28.1 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
6,8/2/2024 15:09,7.77 pH,-39.7 mV,28.5 째C,99.20%,8/2/2024 15:09,11.52 psu,43.54 mS,28.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:09,6.71 mg/L,92.3 % sat,133.8 Torr,28.4 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
7,8/2/2024 15:11,7.71 pH,-36.2 mV,28.3 째C,99.20%,8/2/2024 15:11,11.54 psu,43.42 mS,28.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:11,0.60 mg/L,8.2 % sat,11.8 Torr,28.2 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
8,8/2/2024 15:12,7.72 pH,-36.7 mV,28.3 째C,99.20%,8/2/2024 15:12,11.53 psu,43.44 mS,28.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:12,0.98 mg/L,13.4 % sat,19.4 Torr,28.2 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
9,8/2/2024 15:13,7.74 pH,-38.4 mV,28.5 째C,99.20%,8/2/2024 15:13,11.52 psu,43.51 mS,28.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:13,0.52 mg/L,7.1 % sat,10.3 Torr,28.3 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
10,8/2/2024 15:14,7.76 pH,-39.6 mV,28.6 째C,99.20%,8/2/2024 15:14,11.52 psu,43.62 mS,28.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:14,0.92 mg/L,12.7 % sat,18.5 Torr,28.5 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
11,8/2/2024 15:16,7.72 pH,-37.0 mV,28.4 째C,99.20%,8/2/2024 15:16,11.53 psu,43.47 mS,28.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:16,0.38 mg/L,5.2 % sat,7.6 Torr,28.3 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
12,8/2/2024 15:17,7.63 pH,-31.5 mV,28.0 째C,99.20%,8/2/2024 15:17,11.56 psu,43.24 mS,28.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:17,0.98 mg/L,13.4 % sat,19.5 Torr,27.8 째C,756.0 mmHg,11.6 ppt,1.474 Torr/%Sat
13,8/2/2024 15:17,7.52 pH,-25.6 mV,30.7 째C,99.20%,8/2/2024 15:17,11.56 psu,45.52 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:17,0.99 mg/L,14.1 % sat,20.3 Torr,30.5 째C,756.0 mmHg,11.6 ppt,1.474 Torr/%Sat
14,8/2/2024 15:19,7.59 pH,-29.5 mV,31.0 째C,99.20%,8/2/2024 15:19,11.52 psu,45.58 mS,31.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:19,0.57 mg/L,8.1 % sat,11.7 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
15,8/2/2024 15:21,7.59 pH,-29.9 mV,31.0 째C,99.20%,8/2/2024 15:21,11.51 psu,45.56 mS,31.0 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/2/2024 15:21,0.72 mg/L,10.3 % sat,14.8 Torr,30.8 째C,756.0 mmHg,11.5 ppt,1.474 Torr/%Sat
