Original_order,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_post,Dry_weight_post,double_single_dead,notes_post,Displacement368.7,Tag,CondRepl,Shell#,Area_post_mm2,Feret_post_mm,AreaNotes_Post,,,,,,,,,,,,,,,,,,,,,,,
584,8122024,2024,Warm,3,Cont,4,G,41,2024_Warm03_Cont04_G41,284.2,750.6,,,466.4,G41,Cont4,8,223.3,18.5,,,,,,,,,,,,,,,,,,,,,,,,
683,8122024,2024,Warm,3,Hyp,4,G,41,2024_Warm03_Hyp04_G41,391.2,1048,,,656.8,G41,Hyp4,2,322.3,25.3,,,,,,,,,,,,,,,,,,,,,,,,
645,8122024,2024,Warm,3,Warm,4,G,41,2024_Warm03_Warm04_G41,298.2,747.7,,,449.5,G41,Warm4,9,238,19.9,,,,,,,,,,,,,,,,,,,,,,,,
752,8122024,2024,Warm,3,Both,4,G,42,2024_Warm03_Both04_G42,243.1,549.7,,,306.6,G42,Both4,3,208.3,20.6,,,,,,,,,,,,,,,,,,,,,,,,
586,8122024,2024,Warm,3,Cont,4,G,42,2024_Warm03_Cont04_G42,591.6,1511.8,,,920.2,G42,Cont4,6,439.4,26.4,,,,,,,,,,,,,,,,,,,,,,,,
712,8122024,2024,Warm,3,Hyp,4,G,42,2024_Warm03_Hyp04_G42,277.4,633.1,,,355.7,G42,Hyp4,16,221.8,18.9,,,,,,,,,,,,,,,,,,,,,,,,
665,8122024,2024,Warm,3,Warm,4,G,42,2024_Warm03_Warm04_G42,254.4,642.7,,,388.3,G42,Warm4,23,246.6,20.8,,,,,,,,,,,,,,,,,,,,,,,,
747,8122024,2024,Warm,4,Both,4,G,43,2024_Warm04_Both04_G43,272.8,745.4,,,472.6,G43,Both4,1,269.7,21.8,,,,,,,,,,,,,,,,,,,,,,,,
605,8122024,2024,Warm,4,Cont,4,G,43,2024_Warm04_Cont04_G43,511.1,1418.6,,,907.5,G43,Cont4,3,457.1,26.5,,,,,,,,,,,,,,,,,,,,,,,,
716,8122024,2024,Warm,4,Hyp,4,G,43,2024_Warm04_Hyp04_G43,199.4,463.5,,,264.1,G43,Hyp4,22,178.9,18,,,,,,,,,,,,,,,,,,,,,,,,
658,8122024,2024,Warm,4,Warm,4,G,43,2024_Warm04_Warm04_G43,632.5,1534.4,,,901.9,G43,Warm4,12,426.2,30.5,,,,,,,,,,,,,,,,,,,,,,,,
756,8122024,2024,Warm,4,Both,4,G,44,2024_Warm04_Both04_G44,323.1,831.6,,,508.5,G44,Both4,11,276.2,19.7,,,,,,,,,,,,,,,,,,,,,,,,
601,8122024,2024,Warm,4,Cont,4,G,44,2024_Warm04_Cont04_G44,364.3,883.3,,,519,G44,Cont4,5,308.5,23.8,,,,,,,,,,,,,,,,,,,,,,,,
684,8122024,2024,Warm,4,Hyp,4,G,44,2024_Warm04_Hyp04_G44,303.5,724.6,,,421.1,G44,Hyp4,5,203.9,18.8,,,,,,,,,,,,,,,,,,,,,,,,
633,8122024,2024,Warm,4,Warm,4,G,44,2024_Warm04_Warm04_G44,382.3,938,,,555.7,G44,Warm4,8,274.4,20.9,,,,,,,,,,,,,,,,,,,,,,,,
741,8122024,2024,Warm,5,Both,4,G,45,2024_Warm05_Both04_G45,131.3,323,,,191.7,G45,Both4,13,115.2,13.7,,,,,,,,,,,,,,,,,,,,,,,,
581,8122024,2024,Warm,5,Cont,4,G,45,2024_Warm05_Cont04_G45,478.7,1205.9,,,727.2,G45,Cont4,5,367.7,27.5,,,,,,,,,,,,,,,,,,,,,,,,
689,8122024,2024,Warm,5,Hyp,4,G,45,2024_Warm05_Hyp04_G45,402.4,1091.4,,,689,G45,Hyp4,15,305.6,22.3,,,,,,,,,,,,,,,,,,,,,,,,
636,8122024,2024,Warm,5,Warm,4,G,45,2024_Warm05_Warm04_G45,308.1,711.6,,,403.5,G45,Warm4,5,222.6,19.4,,,,,,,,,,,,,,,,,,,,,,,,
589,8122024,2024,Warm,5,Cont,4,G,46,2024_Warm05_Cont04_G46,260,641.6,,,381.6,G46,Cont4,7,223.6,19.7,,,,,,,,,,,,,,,,,,,,,,,,
679,8122024,2024,Warm,5,Hyp,4,G,46,2024_Warm05_Hyp04_G46,157.8,367.8,,,210,G46,Hyp4,7,139.7,15.4,,,,,,,,,,,,,,,,,,,,,,,,
631,8122024,2024,Warm,5,Warm,4,G,46,2024_Warm05_Warm04_G46,368.9,860.5,,,491.6,G46,Warm4,7,269.3,22.5,,,,,,,,,,,,,,,,,,,,,,,,
743,8122024,2024,Warm,6,Both,4,G,47,2024_Warm06_Both04_G47,213.8,507.9,,,294.1,G47,Both4,12,174.2,17.3,,,,,,,,,,,,,,,,,,,,,,,,
596,8122024,2024,Warm,6,Cont,4,G,47,2024_Warm06_Cont04_G47,207.3,498.3,,,291,G47,Cont4,14,164,17,,,,,,,,,,,,,,,,,,,,,,,,
714,8122024,2024,Warm,6,Hyp,4,G,47,2024_Warm06_Hyp04_G47,204.3,472.4,,,268.1,G47,Hyp4,21,173,17.6,,,,,,,,,,,,,,,,,,,,,,,,
635,8122024,2024,Warm,6,Warm,4,G,47,2024_Warm06_Warm04_G47,475.3,1156.8,,,681.5,G47,Warm4,4,318.6,24.4,,,,,,,,,,,,,,,,,,,,,,,,
727,8122024,2024,Warm,6,Both,4,G,48,2024_Warm06_Both04_G48,489.4,1167.7,,,678.3,G48,Both4,7,382.6,25.2,,,,,,,,,,,,,,,,,,,,,,,,
603,8122024,2024,Warm,6,Cont,4,G,48,2024_Warm06_Cont04_G48,264.9,736.7,,,471.8,G48,Cont4,6,254.6,21.9,,,,,,,,,,,,,,,,,,,,,,,,
710,8122024,2024,Warm,6,Hyp,4,G,48,2024_Warm06_Hyp04_G48,205.1,542.5,,,337.4,G48,Hyp4,10,218.3,20.3,,,,,,,,,,,,,,,,,,,,,,,,
625,8122024,2024,Warm,6,Warm,4,G,48,2024_Warm06_Warm04_G48,247.2,544.4,,,297.2,G48,Warm4,1,185.4,17.8,,,,,,,,,,,,,,,,,,,,,,,,
944,8122024,2024,Warm,1,Both,5,G,49,2024_Warm01_Both05_G49,365.4,944.4,,,579,G49,Both5,2,300.2,22.7,,,,,,,,,,,,,,,,,,,,,,,,
793,8122024,2024,Warm,1,Cont,5,G,49,2024_Warm01_Cont05_G49,330.5,855.7,,,525.2,G49,Cont5,7,358.7,26.2,,,,,,,,,,,,,,,,,,,,,,,,
869,8122024,2024,Warm,1,Hyp,5,G,49,2024_Warm01_Hyp05_G49,313.3,738.1,,,424.8,G49,Hyp5,5,202.8,19,,,,,,,,,,,,,,,,,,,,,,,,
830,8122024,2024,Warm,1,Warm,5,G,49,2024_Warm01_Warm05_G49,681.6,1581.9,,Had worms on it + sediment,900.3,G49,Warm5,6,468.8,28.7,,,,,,,,,,,,,,,,,,,,,,,,
153,8122024,2024,Warm,3,Both,1,G,5,2024_Warm03_Both01_G5,221.4,521.1,,,299.7,G5,Both1,4,163.7,17.5,,,,,,,,,,,,,,,,,,,,,,,,
31,8122024,2024,Warm,3,Cont,1,G,5,2024_Warm03_Cont01_G5,330.3,791.7,,,461.4,G5,Cont1,5,303.1,23.7,,,,,,,,,,,,,,,,,,,,,,,,
96,8122024,2024,Warm,3,Hyp,1,G,5,2024_Warm03_Hyp01_G5,202.8,600.7,,,397.9,G5,Hyp1,22,201,18.1,,,,,,,,,,,,,,,,,,,,,,,,
142,8122024,2024,Warm,3,Warm,1,G,5,2024_Warm03_Warm01_G5,336.5,960.1,,,623.6,G5,Warm1,22,286.1,21.4,,,,,,,,,,,,,,,,,,,,,,,,
945,8122024,2024,Warm,1,Both,5,G,50,2024_Warm01_Both05_G50,429.5,1050.5,,,621,G50,Both5,1,286.4,23.7,,,,,,,,,,,,,,,,,,,,,,,,
778,8122024,2024,Warm,1,Cont,5,G,50,2024_Warm01_Cont05_G50,580.2,1360,,,779.8,G50,Cont5,1,426.7,26.1,,,,,,,,,,,,,,,,,,,,,,,,
874,8122024,2024,Warm,1,Hyp,5,G,50,2024_Warm01_Hyp05_G50,334.7,855.6,,,520.9,G50,Hyp5,3,283.4,21.6,,,,,,,,,,,,,,,,,,,,,,,,
845,8122024,2024,Warm,1,Warm,5,G,50,2024_Warm01_Warm05_G50,374.8,951.8,,,577,G50,Warm5,3,326.1,23.7,,,,,,,,,,,,,,,,,,,,,,,,
938,8122024,2024,Warm,2,Both,5,G,51,2024_Warm02_Both05_G51,428.3,1050.2,,,621.9,G51,Both5,7,357.6,23.7,,,,,,,,,,,,,,,,,,,,,,,,
771,8122024,2024,Warm,2,Cont,5,G,51,2024_Warm02_Cont05_G51,236.7,562.8,,,326.1,G51,Cont5,3,235.3,18.7,,,,,,,,,,,,,,,,,,,,,,,,
895,8122024,2024,Warm,2,Hyp,5,G,51,2024_Warm02_Hyp05_G51,404.5,896.3,,,491.8,G51,Hyp5,2,281,21.2,,,,,,,,,,,,,,,,,,,,,,,,
847,8122024,2024,Warm,2,Warm,5,G,51,2024_Warm02_Warm05_G51,425.6,1044.9,,,619.3,G51,Warm5,2,292.1,24.8,,,,,,,,,,,,,,,,,,,,,,,,
937,8122024,2024,Warm,2,Both,5,G,52,2024_Warm02_Both05_G52,148.9,391.2,,,242.3,G52,Both5,9,180.1,16.7,,,,,,,,,,,,,,,,,,,,,,,,
781,8122024,2024,Warm,2,Cont,5,G,52,2024_Warm02_Cont05_G52,581.4,1578.3,,,996.9,G52,Cont5,2,498.1,32.2,,,,,,,,,,,,,,,,,,,,,,,,
900,8122024,2024,Warm,2,Hyp,5,G,52,2024_Warm02_Hyp05_G52,411.1,1096.2,,,685.1,G52,Hyp5,11,358.5,25.1,,,,,,,,,,,,,,,,,,,,,,,,
835,8122024,2024,Warm,2,Warm,5,G,52,2024_Warm02_Warm05_G52,263.9,602.5,,,338.6,G52,Warm5,11,248.8,20.9,,,,,,,,,,,,,,,,,,,,,,,,
812,8122024,2024,Warm,3,Cont,5,G,53,2024_Warm03_Cont05_G53,354,927.1,,,573.1,G53,Cont5,20,250.5,21.4,,,,,,,,,,,,,,,,,,,,,,,,
877,8122024,2024,Warm,3,Hyp,5,G,53,2024_Warm03_Hyp05_G53,599.3,1862.1,,,1262.8,G53,Hyp5,4,574.7,32.1,,,,,,,,,,,,,,,,,,,,,,,,
825,8122024,2024,Warm,3,Warm,5,G,53,2024_Warm03_Warm05_G53,455.8,905,,,449.2,G53,Warm5,1,318.2,22.7,,,,,,,,,,,,,,,,,,,,,,,,
917,8122024,2024,Warm,3,Both,5,G,54,2024_Warm03_Both05_G54,368.9,926.8,,,557.9,G54,Both5,5,280.9,22.5,,,,,,,,,,,,,,,,,,,,,,,,
808,8122024,2024,Warm,3,Cont,5,G,54,2024_Warm03_Cont05_G54,329,765.5,,,436.5,G54,Cont5,9,293.4,21.5,,,,,,,,,,,,,,,,,,,,,,,,
894,8122024,2024,Warm,3,Hyp,5,G,54,2024_Warm03_Hyp05_G54,267.6,675.8,,,408.2,G54,Hyp5,3,223.2,20,,,,,,,,,,,,,,,,,,,,,,,,
821,8122024,2024,Warm,3,Warm,5,G,54,2024_Warm03_Warm05_G54,304.8,763.8,,,459,G54,Warm5,5,285,23.9,,,,,,,,,,,,,,,,,,,,,,,,
774,8122024,2024,Warm,4,Cont,5,G,55,2024_Warm04_Cont05_G55,316.7,846.3,,,529.6,G55,Cont5,6,282.9,22.1,,,,,,,,,,,,,,,,,,,,,,,,
887,8122024,2024,Warm,4,Hyp,5,G,55,2024_Warm04_Hyp05_G55,210.9,489.2,,,278.3,G55,Hyp5,16,167.7,17.8,,,,,,,,,,,,,,,,,,,,,,,,
829,8122024,2024,Warm,4,Warm,5,G,55,2024_Warm04_Warm05_G55,561.7,1283.9,,,722.2,G55,Warm5,4,477.8,28,,,,,,,,,,,,,,,,,,,,,,,,
919,8122024,2024,Warm,4,Both,5,G,56,2024_Warm04_Both05_G56,176.8,470.1,,,293.3,G56,Both5,7,152.9,16.7,,,,,,,,,,,,,,,,,,,,,,,,
786,8122024,2024,Warm,4,Cont,5,G,56,2024_Warm04_Cont05_G56,248.3,662.2,,,413.9,G56,Cont5,10,248.7,20.7,,,,,,,,,,,,,,,,,,,,,,,,
866,8122024,2024,Warm,4,Hyp,5,G,56,2024_Warm04_Hyp05_G56,184.5,502.9,,,318.4,G56,Hyp5,2,229.7,20.5,,,,,,,,,,,,,,,,,,,,,,,,
817,8122024,2024,Warm,4,Warm,5,G,56,2024_Warm04_Warm05_G56,488.3,1176.5,,,688.2,G56,Warm5,1,278.6,20.4,,,,,,,,,,,,,,,,,,,,,,,,
809,8122024,2024,Warm,5,Cont,5,G,57,2024_Warm05_Cont05_G57,200.9,448.2,,,247.3,G57,Cont5,24,186.7,18.8,,,,,,,,,,,,,,,,,,,,,,,,
883,8122024,2024,Warm,5,Hyp,5,G,57,2024_Warm05_Hyp05_G57,181.7,473.4,,,291.7,G57,Hyp5,14,189.4,17.8,,,,,,,,,,,,,,,,,,,,,,,,
848,8122024,2024,Warm,5,Warm,5,G,57,2024_Warm05_Warm05_G57,361.1,867.8,,,506.7,G57,Warm5,1,312.6,23.7,,,,,,,,,,,,,,,,,,,,,,,,
949,8122024,2024,Warm,5,Both,5,G,58,2024_Warm05_Both05_G58,307.1,765.9,,,458.8,G58,Both5,16,237.7,20.7,,,,,,,,,,,,,,,,,,,,,,,,
787,8122024,2024,Warm,5,Cont,5,G,58,2024_Warm05_Cont05_G58,300.5,774.7,,,474.2,G58,Cont5,12,264.5,20.7,,,,,,,,,,,,,,,,,,,,,,,,
892,8122024,2024,Warm,5,Hyp,5,G,58,2024_Warm05_Hyp05_G58,309.1,758.7,,,449.6,G58,Hyp5,5,261.1,22.3,,,,,,,,,,,,,,,,,,,,,,,,
855,8122024,2024,Warm,5,Warm,5,G,58,2024_Warm05_Warm05_G58,156.9,449.8,,,292.9,G58,Warm5,12,233,19.4,,,,,,,,,,,,,,,,,,,,,,,,
946,8122024,2024,Warm,6,Both,5,G,59,2024_Warm06_Both05_G59,265.6,628.4,,,362.8,G59,Both5,15,218.4,19.8,,,,,,,,,,,,,,,,,,,,,,,,
800,8122024,2024,Warm,6,Cont,5,G,59,2024_Warm06_Cont05_G59,368.7,851.6,,,482.9,G59,Cont5,5,267.4,21.3,,,,,,,,,,,,,,,,,,,,,,,,
908,8122024,2024,Warm,6,Hyp,5,G,59,2024_Warm06_Hyp05_G59,343.9,897.8,,,553.9,G59,Hyp5,19,322.4,22.2,,,,,,,,,,,,,,,,,,,,,,,,
851,8122024,2024,Warm,6,Warm,5,G,59,2024_Warm06_Warm05_G59,608,1383,,,775,G59,Warm5,10,403.4,24.6,,,,,,,,,,,,,,,,,,,,,,,,
151,8122024,2024,Warm,3,Both,1,G,6,2024_Warm03_Both01_G6,170.9,411.9,,,241,G6,Both1,2,140.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,
15,8122024,2024,Warm,3,Cont,1,G,6,2024_Warm03_Cont01_G6,293.7,761.1,,,467.4,G6,Cont1,4,265.9,21.9,,,,,,,,,,,,,,,,,,,,,,,,
85,8122024,2024,Warm,3,Hyp,1,G,6,2024_Warm03_Hyp01_G6,541.9,1468.4,,,926.5,G6,Hyp1,10,400.3,27.1,,,,,,,,,,,,,,,,,,,,,,,,
123,8122024,2024,Warm,3,Warm,1,G,6,2024_Warm03_Warm01_G6,487.3,1189.3,,,702,G6,Warm1,5,339.1,23.5,,,,,,,,,,,,,,,,,,,,,,,,
813,8122024,2024,Warm,6,Cont,5,G,60,2024_Warm06_Cont05_G60,301.9,694.9,,,393,G60,Cont5,21,254,22.2,,,,,,,,,,,,,,,,,,,,,,,,
896,8122024,2024,Warm,6,Hyp,5,G,60,2024_Warm06_Hyp05_G60,601.2,1373.2,,,772,G60,Hyp5,4,322.3,24.7,,,,,,,,,,,,,,,,,,,,,,,,
859,8122024,2024,Warm,6,Warm,5,G,60,2024_Warm06_Warm05_G60,521.3,1289.7,,,768.4,G60,Warm5,19,384.6,26.9,,,,,,,,,,,,,,,,,,,,,,,,
1125,8122024,2024,Warm,1,Both,6,G,61,2024_Warm01_Both06_G61,776.5,1551.2,,,774.7,G61,Both6,9,418.1,26.7,,,,,,,,,,,,,,,,,,,,,,,,
965,8122024,2024,Warm,1,Cont,6,G,61,2024_Warm01_Cont06_G61,351.5,823.1,,,471.6,G61,Cont6,5,351.3,23.4,,,,,,,,,,,,,,,,,,,,,,,,
1095,8122024,2024,Warm,1,Hyp,6,G,61,2024_Warm01_Hyp06_G61,375.5,802,,,426.5,G61,Hyp6,14,214.6,19.9,,,,,,,,,,,,,,,,,,,,,,,,
1020,8122024,2024,Warm,1,Warm,6,G,61,2024_Warm01_Warm06_G61,325,918.7,,,593.7,G61,Warm6,3,265.8,21,,,,,,,,,,,,,,,,,,,,,,,,
1106,8122024,2024,Warm,1,Both,6,G,62,2024_Warm01_Both06_G62,319.5,899.8,,,580.3,G62,Both6,2,372.9,25.8,,,,,,,,,,,,,,,,,,,,,,,,
984,8122024,2024,Warm,1,Cont,6,G,62,2024_Warm01_Cont06_G62,242.4,572.9,,,330.5,G62,Cont6,16,186.3,17,,,,,,,,,,,,,,,,,,,,,,,,
1066,8122024,2024,Warm,1,Hyp,6,G,62,2024_Warm01_Hyp06_G62,503.2,1286.1,,,782.9,G62,Hyp6,1,360.8,26.6,,,,,,,,,,,,,,,,,,,,,,,,
1012,8122024,2024,Warm,1,Warm,6,G,62,2024_Warm01_Warm06_G62,493.6,1292.3,,,798.7,G62,Warm6,4,399.2,25.7,,,,,,,,,,,,,,,,,,,,,,,,
1120,8122024,2024,Warm,2,Both,6,G,63,2024_Warm02_Both06_G63,214,505.1,,,291.1,G63,Both6,2,130.1,16.8,,,,,,,,,,,,,,,,,,,,,,,,
976,8122024,2024,Warm,2,Cont,6,G,63,2024_Warm02_Cont06_G63,662.1,1618.4,,,956.3,G63,Cont6,6,468.3,26.6,,,,,,,,,,,,,,,,,,,,,,,,
1098,8122024,2024,Warm,2,Hyp,6,G,63,2024_Warm02_Hyp06_G63,302.1,675.7,,,373.6,G63,Hyp6,18,227.1,20.1,,,,,,,,,,,,,,,,,,,,,,,,
1021,8122024,2024,Warm,2,Warm,6,G,63,2024_Warm02_Warm06_G63,561.4,1349.1,,,787.7,G63,Warm6,6,321.4,22,,,,,,,,,,,,,,,,,,,,,,,,
1107,8122024,2024,Warm,2,Both,6,G,64,2024_Warm02_Both06_G64,191.6,453.5,,,261.9,G64,Both6,3,155.4,16.1,,,,,,,,,,,,,,,,,,,,,,,,
985,8122024,2024,Warm,2,Cont,6,G,64,2024_Warm02_Cont06_G64,960.1,2258.2,,"09.23.24 SKM changed data point in working post phase 2.1 from O64 to G64, was written down wrong on the data sheet but verified that this is actually G64 from the photos. Also changed Phase 1 info and 'Sample_Name""",1298.1,G64,Cont6,1,620.1,31.3,,,,,,,,,,,,,,,,,,,,,,,,
1074,8122024,2024,Warm,2,Hyp,6,G,64,2024_Warm02_Hyp06_G64,312.1,710.8,,,398.7,G64,Hyp6,13,275.7,21.6,,,,,,,,,,,,,,,,,,,,,,,,
1011,8122024,2024,Warm,2,Warm,6,G,64,2024_Warm02_Warm06_G64,205.1,503.4,,,298.3,G64,Warm6,3,185.8,17.4,,,,,,,,,,,,,,,,,,,,,,,,
1124,8122024,2024,Warm,3,Both,6,G,65,2024_Warm03_Both06_G65,306.3,744.2,,,437.9,G65,Both6,13,217.3,20.9,,,,,,,,,,,,,,,,,,,,,,,,
999,8122024,2024,Warm,3,Cont,6,G,65,2024_Warm03_Cont06_G65,507.5,1253.8,,,746.3,G65,Cont6,11,378.3,25.3,,,,,,,,,,,,,,,,,,,,,,,,
1072,8122024,2024,Warm,3,Hyp,6,G,65,2024_Warm03_Hyp06_G65,242.4,618.3,,,375.9,G65,Hyp6,2,280.7,24.5,,,,,,,,,,,,,,,,,,,,,,,,
1048,8122024,2024,Warm,3,Warm,6,G,65,2024_Warm03_Warm06_G65,606.7,1560.4,,,953.7,G65,Warm6,15,391.8,25.6,,,,,,,,,,,,,,,,,,,,,,,,
1139,8122024,2024,Warm,3,Both,6,G,66,2024_Warm03_Both06_G66,250.7,633.7,,,383,G66,Both6,10,292.3,21.2,,,,,,,,,,,,,,,,,,,,,,,,
989,8122024,2024,Warm,3,Cont,6,G,66,2024_Warm03_Cont06_G66,486.8,1171.4,,,684.6,G66,Cont6,3,362.2,27.7,,,,,,,,,,,,,,,,,,,,,,,,
1060,8122024,2024,Warm,3,Hyp,6,G,66,2024_Warm03_Hyp06_G66,184.4,483.3,,,298.9,G66,Hyp6,4,208.1,18.9,,,,,,,,,,,,,,,,,,,,,,,,
1044,8122024,2024,Warm,3,Warm,6,G,66,2024_Warm03_Warm06_G66,666,1747.8,,,1081.8,G66,Warm6,10,472.9,27,,,,,,,,,,,,,,,,,,,,,,,,
1117,8122024,2024,Warm,4,Both,6,G,67,2024_Warm04_Both06_G67,165,428.6,,,263.6,G67,Both6,6,165.9,16.4,,,,,,,,,,,,,,,,,,,,,,,,
980,8122024,2024,Warm,4,Cont,6,G,67,2024_Warm04_Cont06_G67,185.5,707.3,,,521.8,G67,Cont6,12,221.2,19.2,,,,,,,,,,,,,,,,,,,,,,,,
1093,8122024,2024,Warm,4,Hyp,6,G,67,2024_Warm04_Hyp06_G67,264.6,621,,,356.4,G67,Hyp6,13,190.7,19.8,,,,,,,,,,,,,,,,,,,,,,,,
1035,8122024,2024,Warm,4,Warm,6,G,67,2024_Warm04_Warm06_G67,636.8,1596.3,,,959.5,G67,Warm6,7,465.7,30.1,,,,,,,,,,,,,,,,,,,,,,,,
1142,8122024,2024,Warm,4,Both,6,G,68,2024_Warm04_Both06_G68,158.9,430,,,271.1,G68,Both6,15,165.8,16.1,,,,,,,,,,,,,,,,,,,,,,,,
995,8122024,2024,Warm,4,Cont,6,G,68,2024_Warm04_Cont06_G68,252.9,575.6,,,322.7,G68,Cont6,13,190.4,18.8,,,,,,,,,,,,,,,,,,,,,,,,
1084,8122024,2024,Warm,4,Hyp,6,G,68,2024_Warm04_Hyp06_G68,461.3,1215.4,,,754.1,G68,Hyp6,4,377.2,25.8,,,,,,,,,,,,,,,,,,,,,,,,
1047,8122024,2024,Warm,4,Warm,6,G,68,2024_Warm04_Warm06_G68,370.8,854.7,,,483.9,G68,Warm6,17,221.2,19.9,,,,,,,,,,,,,,,,,,,,,,,,
1150,8122024,2024,Warm,5,Both,6,G,69,2024_Warm05_Both06_G69,320.7,712.5,,,391.8,G69,Both6,19,230.9,20.6,,,,,,,,,,,,,,,,,,,,,,,,
1104,8122024,2024,Warm,5,Hyp,6,G,69,2024_Warm05_Hyp06_G69,78.7,213.2,,,134.5,G69,Hyp6,23,92.9,12.5,,,,,,,,,,,,,,,,,,,,,,,,
1027,8122024,2024,Warm,5,Warm,6,G,69,2024_Warm05_Warm06_G69,316.5,742.9,,,426.4,G69,Warm6,10,273,21.9,,,,,,,,,,,,,,,,,,,,,,,,
154,8122024,2024,Warm,4,Both,1,G,7,2024_Warm04_Both01_G7,460,1083.2,,,623.2,G7,Both1,2,365.2,24.9,,,,,,,,,,,,,,,,,,,,,,,,
2,8122024,2024,Warm,4,Cont,1,G,7,2024_Warm04_Cont01_G7,629.8,1446.1,,,816.3,G7,Cont1,2,358.5,23.6,,,,,,,,,,,,,,,,,,,,,,,,
68,8122024,2024,Warm,4,Hyp,1,G,7,2024_Warm04_Hyp01_G7,379.1,925.9,,,546.8,G7,Hyp1,9,302.2,22.9,,,,,,,,,,,,,,,,,,,,,,,,
116,8122024,2024,Warm,4,Warm,1,G,7,2024_Warm04_Warm01_G7,445.6,928.9,,,483.3,G7,Warm1,14,277.4,20.6,,,,,,,,,,,,,,,,,,,,,,,,
1141,8122024,2024,Warm,5,Both,6,G,70,2024_Warm05_Both06_G70,383.9,994.2,,,610.3,G70,Both6,12,333,23.8,,,,,,,,,,,,,,,,,,,,,,,,
1007,8122024,2024,Warm,5,Cont,6,G,70,2024_Warm05_Cont06_G70,248.1,547.7,,,299.6,G70,Cont6,22,135.8,16.4,,,,,,,,,,,,,,,,,,,,,,,,
1090,8122024,2024,Warm,5,Hyp,6,G,70,2024_Warm05_Hyp06_G70,337.3,899.7,,,562.4,G70,Hyp6,10,307,23.1,,,,,,,,,,,,,,,,,,,,,,,,
1036,8122024,2024,Warm,5,Warm,6,G,70,2024_Warm05_Warm06_G70,115.9,310.7,,,194.8,G70,Warm6,8,138.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,
1136,8122024,2024,Warm,6,Both,6,G,71,2024_Warm06_Both06_G71,361.7,890,,,528.3,G71,Both6,7,322.6,21.9,,,,,,,,,,,,,,,,,,,,,,,,
977,8122024,2024,Warm,6,Cont,6,G,71,2024_Warm06_Cont06_G71,319.1,715.8,,,396.7,G71,Cont6,9,245.4,20.5,,,,,,,,,,,,,,,,,,,,,,,,
1063,8122024,2024,Warm,6,Hyp,6,G,71,2024_Warm06_Hyp06_G71,408.3,921.7,,,513.4,G71,Hyp6,7,249.7,20.3,,,,,,,,,,,,,,,,,,,,,,,,
1042,8122024,2024,Warm,6,Warm,6,G,71,2024_Warm06_Warm06_G71,347.4,740.1,,,392.7,G71,Warm6,16,233.6,19.6,,,,,,,,,,,,,,,,,,,,,,,,
1131,8122024,2024,Warm,6,Both,6,G,72,2024_Warm06_Both06_G72,522,1270.4,,,748.4,G72,Both6,3,364.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,
967,8122024,2024,Warm,6,Cont,6,G,72,2024_Warm06_Cont06_G72,314.6,692.5,,,377.9,G72,Cont6,7,230.8,19.2,,,,,,,,,,,,,,,,,,,,,,,,
1071,8122024,2024,Warm,6,Hyp,6,G,72,2024_Warm06_Hyp06_G72,245.9,577.1,,,331.2,G72,Hyp6,6,194.5,17.7,,,,,,,,,,,,,,,,,,,,,,,,
1022,8122024,2024,Warm,6,Warm,6,G,72,2024_Warm06_Warm06_G72,675.2,1555,,,879.8,G72,Warm6,5,429.5,29,,,,,,,,,,,,,,,,,,,,,,,,
183,8122024,2024,Warm,4,Both,1,G,8,2024_Warm04_Both01_G8,358.4,830.8,,,472.4,G8,Both1,16,244.6,19.7,,,,,,,,,,,,,,,,,,,,,,,,
16,8122024,2024,Warm,4,Cont,1,G,8,2024_Warm04_Cont01_G8,247.3,588.7,,,341.4,G8,Cont1,7,205.4,19.2,,,,,,,,,,,,,,,,,,,,,,,,
49,8122024,2024,Warm,4,Hyp,1,G,8,2024_Warm04_Hyp01_G8,814,1997.2,,,1183.2,G8,Hyp1,1,521.3,29.9,,,,,,,,,,,,,,,,,,,,,,,,
129,8122024,2024,Warm,4,Warm,1,G,8,2024_Warm04_Warm01_G8,303,847,,,544,G8,Warm1,9,339.1,24.6,,,,,,,,,,,,,,,,,,,,,,,,
542,8122024,2024,Warm,3,Both,3,G,80,2024_Warm03_Both03_G80,202.7,466.9,,,264.2,G80,Both3,8,178.8,16.9,,,,,,,,,,,,,,,,,,,,,,,,
179,8122024,2024,Warm,5,Both,1,G,9,2024_Warm05_Both01_G9,451.9,1019.3,,,567.4,G9,Both1,10,281.8,23,,,,,,,,,,,,,,,,,,,,,,,,
40,8122024,2024,Warm,5,Cont,1,G,9,2024_Warm05_Cont01_G9,1007.1,2396,,,1388.9,G9,Cont1,12,628.9,32,,,,,,,,,,,,,,,,,,,,,,,,
55,8122024,2024,Warm,5,Hyp,1,G,9,2024_Warm05_Hyp01_G9,254.7,671.2,,,416.5,G9,Hyp1,8,185.7,19,,,,,,,,,,,,,,,,,,,,,,,,
