"Sample_Name","Phase_1_DO","Phase_1_temp","Phase_2.1_DO","Phase_2.1_temp","Phase_1_treat","Phase_2_treat","Phase_1_rep_R","Phase_2_rep_R","Actual_shell_pre_mg","Actual_tissue_pre_mg","Actual_shell_post_mg","Actual_tissue_post_mg","Actual_shell_growth_mg","Actual_tissue_growth_mg","Exclude_all","Exclude_pre_analysis","Notes_pre","Notes_post","Area_pre_mm2","Feret_pre_mm","AreaNotes_Pre","Area_post_mm2","Feret_post_mm","AreaNotes_Post","Area_growth_mm2","Feret_growth_mm"
"2024_Warm01_Hyp02_G13","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp02",310.3932,277.1068,479.97534,308.22466,169.58214,31.11786,NA,NA,NA,NA,280.6,22.3,NA,256.2,20.9,NA,-24.4,-1.4
"2024_Warm01_Hyp02_G14","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp02",1531.66962,971.93038,2399.6895,1271.9105,868.01988,299.98012,NA,NA,NA,NA,804.5,37.1,NA,897.1,37.9,NA,92.6,0.799999999999997
"2024_Warm01_Hyp03_G25","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp03",297.25098,178.44902,440.232,229.168,142.98102,50.71898,NA,NA,NA,NA,169.2,16.2,NA,212.1,18.4,NA,42.9,2.2
"2024_Warm01_Hyp03_G26","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp03",497.70942,391.29058,729.36084,498.03916,231.65142,106.74858,NA,NA,NA,NA,288.7,23.7,NA,328.7,25,"none missing from hyp 1, phase 2 hyp one has much lower tag numbers, these tag numbers should be in hyp 3, I think this is 2024_Warm01_Hyp03_G26",40,1.3
"2024_Warm01_Hyp04_G37","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp04",326.06886,217.43114,421.54788,269.05212,95.47902,51.62098,NA,NA,NA,NA,135.5,15.8,NA,161.2,16.6,NA,25.7,0.800000000000001
"2024_Warm01_Hyp04_G38","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp04",454.32426,272.97574,572.60424,302.39576,118.27998,29.42002,NA,NA,NA,NA,209.8,20.7,NA,227.8,20.8,NA,18,0.100000000000001
"2024_Warm01_Hyp05_G49","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp05",347.28642,191.61358,493.75092,244.34908,146.4645,52.7355,NA,NA,NA,NA,212.6,20.1,NA,202.8,19,NA,-9.79999999999998,-1.1
"2024_Warm01_Hyp05_G50","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp05",345.86136,234.83864,527.63568,327.96432,181.77432,93.12568,NA,NA,NA,NA,225.9,22.2,NA,283.4,21.6,NA,57.5,-0.599999999999998
"2024_Warm01_Hyp06_G61","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp06",308.0181,168.5819,592.2384,209.7616,284.2203,41.1797,NA,NA,NA,NA,153.4,17.2,NA,214.6,19.9,NA,61.2,2.7
"2024_Warm01_Hyp06_G62","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm01","Hyp06",483.7755,304.8245,794.43858,491.66142,310.66308,186.83692,NA,NA,NA,NA,232.2,23.7,NA,360.8,26.6,NA,128.6,2.9
"2024_Warm01_Warm01_G1","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm01",527.00232,401.39768,830.5401,535.9599,303.53778,134.56222,NA,NA,NA,NA,282.4,22.3,NA,420.7,26.5,NA,138.3,4.2
"2024_Warm01_Warm01_G2","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm01",198.13014,117.86986,263.20788,136.99212,65.07774,19.12226,NA,NA,NA,NA,153,16.1,NA,163.5,16.3,NA,10.5,0.199999999999999
"2024_Warm01_Warm02_G13","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm02",721.44384,364.95616,1077.39216,493.10784,355.94832,128.15168,NA,NA,NA,NA,297.1,22.1,NA,375.5,26.4,NA,78.4,4.3
"2024_Warm01_Warm02_G14","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm02",330.50238,238.59762,482.82546,297.27454,152.32308,58.67692,NA,NA,NA,NA,201.7,18.9,NA,221.1,19.9,NA,19.4,1
"2024_Warm01_Warm03_G25","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm03",341.74452,255.05548,504.51804,335.48196,162.77352,80.42648,NA,NA,NA,NA,182.4,18.2,NA,271.2,22.1,NA,88.8,3.9
"2024_Warm01_Warm03_G26","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm03",634.83186,272.96814,1041.29064,411.20936,406.45878,138.24122,NA,NA,NA,NA,262.7,20,NA,325.4,22.7,NA,62.7,2.7
"2024_Warm01_Warm04_G37","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm04",390.51324,198.98676,520.66872,206.53128,130.15548,7.54452,NA,NA,NA,NA,240,18.9,NA,223.4,18.9,NA,-16.6,0
"2024_Warm01_Warm04_G38","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm04",252.75744,191.94256,604.74726,369.85274,351.98982,177.91018,NA,NA,NA,NA,257.7,19.9,NA,340.2,22.8,NA,82.5,2.9
"2024_Warm01_Warm05_G49","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm05",754.69524,178.70476,1076.91714,504.98286,322.2219,326.2781,NA,NA,NA,"Had worms on it + sediment",NA,NA,"6/30/25 SKM was retagged, didn’t make it into the warm05 picture or the extras sheet; missing data, will have to exclude",468.8,28.7,NA,NA,NA
"2024_Warm01_Warm05_G50","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm05",335.88594,252.51406,591.13002,360.66998,255.24408,108.15592,NA,NA,NA,NA,253.2,21.2,NA,326.1,23.7,NA,72.9,2.5
"2024_Warm01_Warm06_G61","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm06",351.24492,300.95508,512.2767,406.4233,161.03178,105.46822,NA,NA,NA,NA,220.9,18.9,NA,265.8,21,NA,44.9,2.1
"2024_Warm01_Warm06_G62","Norm","Warm","Norm","Warm","Warm","Warm","Warm01","Warm06",534.60264,431.49736,779.23794,513.06206,244.6353,81.5647,NA,NA,NA,NA,388.2,24.4,NA,399.2,25.7,NA,11,1.3
"2024_Warm02_Both01_G3","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both01",817.8729,463.5271,1018.48968,580.71032,200.61678,117.18322,NA,NA,NA,NA,410.9,29,NA,460.9,30.5,NA,50,1.5
"2024_Warm02_Both01_G4","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both01",162.02862,91.17138,244.04874,141.35126,82.02012,50.17988,NA,NA,NA,NA,104.8,13,NA,155.5,17.5,NA,50.7,4.5
"2024_Warm02_Both02_G15","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both02",514.81014,450.78986,942.32814,557.47186,427.518,106.682,NA,NA,NA,NA,407.2,25.3,NA,477.8,29.3,NA,70.6,4
"2024_Warm02_Both02_G16","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both02",601.10544,505.89456,963.70404,667.09596,362.5986,161.2014,NA,NA,NA,NA,381.3,24.8,NA,390.9,27.2,NA,9.59999999999997,2.4
"2024_Warm02_Both03_G27","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both03",222.35616,193.24384,221.7228,176.3772,-0.63336,-16.86664,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",160.7,17.2,NA,175,17.5,NA,14.3,0.300000000000001
"2024_Warm02_Both03_G28","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both03",148.72806,84.47194,273.65832,150.34168,124.93026,65.86974,NA,NA,NA,NA,124.9,13.9,NA,180.8,19.2,NA,55.9,5.3
"2024_Warm02_Both04_G39","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both04",406.34724,207.45276,552.02004,269.37996,145.6728,61.9272,NA,NA,NA,NA,169.8,18.5,NA,242,19.8,NA,72.2,1.3
"2024_Warm02_Both04_G40","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both04",202.88034,112.71966,260.99112,137.20888,58.11078,24.48922,NA,NA,NA,NA,143.9,14.9,NA,167.7,16.5,NA,23.8,1.6
"2024_Warm02_Both05_G51","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both05",366.76224,253.33776,675.84192,374.35808,309.07968,121.02032,NA,NA,NA,NA,271.6,22.8,NA,357.6,23.7,NA,86,0.899999999999999
"2024_Warm02_Both05_G52","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both05",274.60836,148.99164,233.43996,157.76004,-41.1684,8.7684,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",182.2,17.1,NA,180.1,16.7,NA,-2.09999999999999,-0.400000000000002
"2024_Warm02_Both06_G63","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both06",200.03022,107.16978,336.5193,168.5807,136.48908,61.41092,NA,NA,NA,NA,120.2,15.2,NA,130.1,16.8,NA,9.89999999999999,1.6
"2024_Warm02_Both06_G64","Norm","Warm","Hyp","Warm","Warm","Both","Warm02","Both06",149.51976,88.58024,301.05114,152.44886,151.53138,63.86862,NA,NA,NA,NA,107.6,13.5,NA,155.4,16.1,NA,47.8,2.6
"2024_Warm02_Cont01_G3","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont01",520.51038,313.38962,974.47116,514.12884,453.96078,200.73922,NA,NA,NA,NA,242.8,21.4,NA,404.6,27,NA,161.8,5.6
"2024_Warm02_Cont01_G4","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont01",296.77596,57.62404,341.74452,921.85548,44.96856,864.23144,"Y","Y",NA,"12.31.24 SKM Excluded, Tissue is too high to make sense in this context, off by a factor of 10, likely recorder error on og data sheet.",142.7,16.3,NA,212,21.6,NA,69.3,5.3
"2024_Warm02_Cont02_G15","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont02",741.078,492.322,1219.58148,588.11852,478.50348,95.79652,NA,NA,NA,NA,304.8,22.5,NA,401.7,26.7,NA,96.9,4.2
"2024_Warm02_Cont02_G16","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont02",420.28116,450.41884,787.47162,561.72838,367.19046,111.30954,NA,NA,NA,NA,365.6,26,NA,413.9,26.4,NA,48.3,0.399999999999999
"2024_Warm02_Cont03_G27","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont03",627.23154,369.36846,1300.17654,590.52346,672.945,221.155,NA,NA,NA,NA,319,22.4,NA,467.3,26.5,NA,148.3,4.1
"2024_Warm02_Cont03_G28","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont03",791.90514,651.89486,1434.92388,1093.27612,643.01874,441.38126,NA,NA,NA,NA,525.2,29,NA,750.6,36.4,NA,225.4,7.4
"2024_Warm02_Cont04_G39","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont04",438.96528,316.73472,806.31408,483.68592,367.3488,166.9512,NA,NA,NA,NA,276.1,20.9,NA,448.1,29.1,NA,172,8.2
"2024_Warm02_Cont04_G40","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont04",424.87302,254.22698,693.10098,360.79902,268.22796,106.57204,NA,NA,NA,NA,283.7,22.3,NA,298.7,24.3,NA,15,2
"2024_Warm02_Cont05_G51","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont05",234.07332,158.22668,372.46248,190.33752,138.38916,32.11084,NA,NA,NA,NA,193.1,18.2,NA,235.3,18.7,NA,42.2,0.5
"2024_Warm02_Cont05_G52","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont05",517.8186,392.3814,918.26046,660.03954,400.44186,267.65814,NA,NA,NA,NA,312.3,23.7,NA,498.1,32.2,NA,185.8,8.5
"2024_Warm02_Cont06_G63","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont06",636.73194,393.06806,1046.04084,572.35916,409.3089,179.2911,NA,NA,NA,NA,433.9,26.5,NA,468.3,26.6,NA,34.4,0.100000000000001
"2024_Warm02_Cont06_G64","Norm","Warm","Norm","Ambient","Warm","Cont","Warm02","Cont06",1141.36152,698.13848,1517.89404,740.30596,376.53252,42.16748,NA,NA,NA,"09.23.24 SKM changed data point in working post phase 2.1 from O64 to G64, was written down wrong on the data sheet but verified that this is actually G64 from the photos. Also changed Phase 1 info and 'Sample_Name""",670.3,40.3,NA,620.1,31.3,NA,-50.1999999999999,-9
"2024_Warm02_Hyp01_G3","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp01",405.08052,284.01948,604.74726,353.85274,199.66674,69.83326,NA,NA,NA,NA,213,17.9,NA,310.3,21.6,NA,97.3,3.7
"2024_Warm02_Hyp01_G4","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp01",412.5225,211.3775,710.83506,322.46494,298.31256,111.08744,NA,NA,NA,NA,207.5,18.7,NA,265.2,20.3,NA,57.7,1.6
"2024_Warm02_Hyp02_G15","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp02",665.70816,573.69184,923.80236,585.59764,258.0942,11.9058,NA,NA,NA,NA,561.8,31.3,NA,508.1,29.4,NA,-53.6999999999999,-1.9
"2024_Warm02_Hyp02_G16","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp02",523.3605,286.7395,986.98002,490.61998,463.61952,203.88048,NA,NA,NA,NA,271.8,21.4,NA,406.9,25.1,NA,135.1,3.7
"2024_Warm02_Hyp03_G27","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp03",603.95556,312.14444,940.74474,482.65526,336.78918,170.51082,NA,NA,NA,NA,269.7,23,NA,375.1,25.4,NA,105.4,2.4
"2024_Warm02_Hyp03_G28","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp03",203.83038,131.56962,426.7731,249.2269,222.94272,117.65728,NA,NA,NA,NA,162.2,15.5,NA,194.3,19.8,NA,32.1,4.3
"2024_Warm02_Hyp04_G39","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp04",241.19862,156.00138,312.60996,212.29004,71.41134,56.28866,NA,NA,NA,NA,178,16.9,NA,188.3,18.8,NA,10.3,1.9
"2024_Warm02_Hyp04_G40","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp04",254.34084,123.05916,360.58698,152.31302,106.24614,29.25386,NA,NA,NA,NA,147.2,15.9,NA,163.5,17.4,NA,16.3,1.5
"2024_Warm02_Hyp05_G51","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp05",399.53862,192.76138,638.157,258.143,238.61838,65.38162,NA,NA,NA,NA,198.9,17.6,NA,281,21.2,NA,82.1,3.6
"2024_Warm02_Hyp05_G52","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp05",469.20822,342.09178,648.60744,447.59256,179.39922,105.50078,NA,NA,NA,NA,318.7,24.2,NA,358.5,25.1,NA,39.8,0.900000000000002
"2024_Warm02_Hyp06_G63","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp06",354.7284,161.2716,476.01684,199.68316,121.28844,38.41156,NA,NA,NA,NA,210.5,18.9,NA,227.1,20.1,NA,16.6,1.2
"2024_Warm02_Hyp06_G64","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm02","Hyp06",303.74292,155.65708,491.85084,218.94916,188.10792,63.29208,NA,NA,NA,NA,237.1,19.1,NA,275.7,21.6,NA,38.6,2.5
"2024_Warm02_Warm01_G3","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm01",563.57886,278.12114,656.52444,282.97556,92.94558,4.85442,NA,NA,NA,NA,227.8,18.3,NA,243.2,18.6,NA,15.4,0.300000000000001
"2024_Warm02_Warm01_G4","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm01",433.58172,328.31828,658.89954,425.70046,225.31782,97.38218,NA,NA,NA,NA,241.9,20.1,NA,253.4,23.4,NA,11.5,3.3
"2024_Warm02_Warm02_G15","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm02",362.6454,369.2546,889.1259,755.7741,526.4805,386.5195,NA,NA,NA,NA,231.4,18.6,NA,370.7,24.4,NA,139.3,5.8
"2024_Warm02_Warm02_G16","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm02",233.75664,100.54336,426.93144,159.46856,193.1748,58.9252,NA,NA,NA,NA,133.5,14.2,NA,197.2,17.3,NA,63.7,3.1
"2024_Warm02_Warm03_G27","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm03",219.98106,110.41894,353.77836,172.62164,133.7973,62.2027,NA,NA,NA,NA,134.8,15.9,NA,190.7,18.7,NA,55.9,2.8
"2024_Warm02_Warm03_G28","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm03",222.67284,113.42716,408.564,244.136,185.89116,130.70884,NA,NA,NA,NA,150.2,15.9,NA,231.9,18.9,NA,81.7,3
"2024_Warm02_Warm04_G39","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm04",416.95602,241.34398,667.29156,348.90844,250.33554,107.56446,NA,NA,NA,NA,282.8,21,NA,303.9,22.9,NA,21.1,1.9
"2024_Warm02_Warm04_G40","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm04",433.42338,232.77662,842.4156,402.6844,408.99222,169.90778,NA,NA,NA,NA,280.4,20.7,NA,359.8,24.1,NA,79.4,3.4
"2024_Warm02_Warm05_G51","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm05",349.34484,226.75516,671.56674,373.33326,322.2219,146.5781,NA,NA,NA,NA,214.5,19.3,NA,292.1,24.8,NA,77.6,5.5
"2024_Warm02_Warm05_G52","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm05",213.48912,119.91088,415.53096,186.96904,202.04184,67.05816,NA,NA,NA,NA,151.5,17.1,NA,248.8,20.9,NA,97.3,3.8
"2024_Warm02_Warm06_G63","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm06",456.22434,347.17566,886.59246,462.50754,430.36812,115.33188,NA,NA,NA,NA,271.7,20.6,NA,321.4,22,NA,49.7,1.4
"2024_Warm02_Warm06_G64","Norm","Warm","Norm","Warm","Warm","Warm","Warm02","Warm06",248.48226,159.21774,322.42704,180.97296,73.94478,21.75522,NA,NA,NA,NA,163.9,16.4,NA,185.8,17.4,NA,21.9,1
"2024_Warm03_Both01_G5","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both01",211.11402,131.08598,348.23646,172.86354,137.12244,41.77756,NA,NA,NA,NA,122.1,13.9,NA,163.7,17.5,NA,41.6,3.6
"2024_Warm03_Both01_G6","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both01",207.94722,122.85278,268.27476,143.62524,60.32754,20.77246,NA,NA,NA,NA,120,13.8,NA,140.1,15.1,NA,20.1,1.3
"2024_Warm03_Both02_G17","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both02",261.62448,206.07552,401.4387,229.2613,139.81422,23.18578,NA,NA,NA,NA,171.6,19.1,NA,190.7,18.5,NA,19.1,-0.600000000000001
"2024_Warm03_Both02_G18","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both02",375.94596,307.35404,586.22148,378.77852,210.27552,71.42448,NA,NA,NA,NA,291.6,22.8,NA,308.9,25.4,NA,17.3,2.6
"2024_Warm03_Both03_G29","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both03",248.32392,208.77608,447.51564,386.88436,199.19172,178.10828,NA,NA,NA,NA,165,15.8,NA,267.4,20.1,NA,102.4,4.3
"2024_Warm03_Both03_G80","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both03",215.54754,110.65246,318.62688,148.27312,103.07934,37.62066,NA,NA,"replacing G30",NA,147.1,14.6,"6/11/25 SKM added in unmatched data to correct swapped bee tag",178.8,16.9,NA,31.7,2.3
"2024_Warm03_Both04_G41","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both04",291.07572,146.32428,405.08052,198.91948,114.0048,52.5952,NA,NA,NA,NA,132.8,16.1,NA,184.6,18.6,NA,51.8,2.5
"2024_Warm03_Both04_G42","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both04",200.03022,103.76978,382.59624,167.10376,182.56602,63.33398,NA,NA,NA,NA,131.3,14.5,NA,208.3,20.6,NA,77,6.1
"2024_Warm03_Both05_G53","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both05",277.61682,202.28318,512.91006,306.68994,235.29324,104.40676,NA,NA,NA,NA,220.3,19.8,NA,261.3,21.1,"7/4/25 SKM added in  area/feret data from Teresa rerunning analysis",41,1.3
"2024_Warm03_Both05_G54","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both05",243.0987,210.8013,581.78796,345.01204,338.68926,134.21074,NA,NA,NA,NA,NA,NA,"6/30/25 SKM missing from photos, I can see the exact location it is supposed to be from the datasheet, but it isn't on the tray. Also not on extras.; missing data, will have to exclude",280.9,22.5,NA,NA,NA
"2024_Warm03_Both06_G65","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both06",274.92504,144.37496,482.66712,261.53288,207.74208,117.15792,NA,NA,NA,NA,178.9,18.1,NA,217.3,20.9,NA,38.4,2.8
"2024_Warm03_Both06_G66","Norm","Warm","Hyp","Warm","Warm","Both","Warm03","Both06",212.38074,133.91926,394.63008,239.06992,182.24934,105.15066,NA,NA,NA,NA,195.6,17.8,NA,292.3,21.2,NA,96.7,3.4
"2024_Warm03_Cont01_G5","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont01",352.82832,170.47168,520.66872,271.03128,167.8404,100.5596,NA,NA,NA,NA,187.5,18.3,NA,303.1,23.7,NA,115.6,5.4
"2024_Warm03_Cont01_G6","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont01",208.89726,152.10274,462.71628,298.38372,253.81902,146.28098,NA,NA,NA,NA,139.9,15.6,NA,265.9,21.9,NA,126,6.3
"2024_Warm03_Cont02_G17","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont02",950.8785,723.7215,1724.52774,989.37226,773.64924,265.65076,NA,NA,NA,NA,447.4,29.9,NA,675.4,35.4,NA,228,5.5
"2024_Warm03_Cont02_G18","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont02",401.4387,316.8613,748.2033,381.0967,346.7646,64.2354,NA,NA,NA,NA,294.4,21.7,NA,326.3,24.8,NA,31.9,3.1
"2024_Warm03_Cont03_G29","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont03",305.32632,200.37368,666.18318,368.61682,360.85686,168.24314,NA,NA,NA,NA,213.4,22.9,NA,300.8,28.8,NA,87.4,5.9
"2024_Warm03_Cont03_G30","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont03",179.44602,118.35398,295.66758,156.43242,116.22156,38.07844,NA,NA,NA,NA,137,15.5,NA,167.4,17.4,NA,30.4,1.9
"2024_Warm03_Cont04_G41","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont04",329.55234,220.54766,447.67398,302.92602,118.12164,82.37836,NA,NA,NA,NA,194.5,16.7,NA,223.3,18.5,NA,28.8,1.8
"2024_Warm03_Cont04_G42","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont04",443.3988,287.3012,934.41114,577.38886,491.01234,290.08766,NA,NA,NA,NA,278.8,20.8,NA,439.4,26.4,NA,160.6,5.6
"2024_Warm03_Cont05_G53","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont05",265.74132,230.15868,558.1953,368.9047,292.45398,138.74602,NA,NA,NA,NA,177.1,16.5,NA,250.5,21.4,NA,73.4,4.9
"2024_Warm03_Cont05_G54","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont05",291.55074,148.44926,518.6103,246.8897,227.05956,98.44044,NA,NA,NA,NA,178.4,16.7,NA,293.4,21.5,NA,115,4.8
"2024_Warm03_Cont06_G65","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont06",512.2767,333.1233,801.2472,452.5528,288.9705,119.4295,NA,NA,NA,NA,326.4,23.5,NA,378.3,25.3,NA,51.9,1.8
"2024_Warm03_Cont06_G66","Norm","Warm","Norm","Ambient","Warm","Cont","Warm03","Cont06",394.63008,222.06992,768.47082,402.92918,373.84074,180.85926,NA,NA,NA,NA,206.6,17.9,NA,362.2,27.7,NA,155.6,9.8
"2024_Warm03_Hyp01_G5","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp01",282.36702,242.53298,318.78522,281.91478,36.4182,39.3818,NA,NA,NA,NA,194.8,18.2,NA,201,18.1,NA,6.19999999999999,-0.0999999999999979
"2024_Warm03_Hyp01_G6","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp01",515.91852,511.68148,855.71616,612.68384,339.79764,101.00236,NA,NA,NA,NA,302,23.4,NA,400.3,27.1,NA,98.3,3.7
"2024_Warm03_Hyp02_G17","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp02",728.88582,458.41418,1147.2201,581.1799,418.33428,122.76572,NA,NA,NA,NA,417.2,28.8,NA,415.2,26.6,NA,-2,-2.2
"2024_Warm03_Hyp02_G18","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp02",821.67306,545.92694,1354.17048,634.52952,532.49742,88.60258,NA,NA,NA,"had gonad - female",446.4,28.9,NA,418.7,26.9,NA,-27.7,-2
"2024_Warm03_Hyp03_G29","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp03",191.32152,104.47848,311.50158,142.89842,120.18006,38.41994,NA,NA,NA,NA,99.5,13.6,NA,139.3,15.5,NA,39.8,1.9
"2024_Warm03_Hyp03_G30","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp03",114.68496,72.81504,248.32392,152.77608,133.63896,79.96104,NA,NA,NA,NA,95.4,12.4,NA,147.4,15.9,"none missing from hyp 1, phase 2 hyp one has much lower tag numbers, these tag numbers should be in hyp 3, I think this is 2024_Warm03_Hyp03_G30",52,3.5
"2024_Warm03_Hyp04_G41","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp04",477.75858,391.24142,617.09778,430.90222,139.3392,39.6608,NA,NA,NA,NA,343,25.5,NA,322.3,25.3,NA,-20.7,-0.199999999999999
"2024_Warm03_Hyp04_G42","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp04",311.02656,150.47344,436.90686,196.19314,125.8803,45.7197,NA,NA,NA,NA,192.3,18.7,NA,221.8,18.9,NA,29.5,0.199999999999999
"2024_Warm03_Hyp05_G53","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp05",541.72794,480.97206,946.60332,915.49668,404.87538,434.52462,"Y","Y",NA,"12.31.24 SKM Excluded, looks like a double in photos",384.2,24.6,NA,574.7,32.1,NA,190.5,7.5
"2024_Warm03_Hyp05_G54","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp05",254.02416,164.77584,421.38954,254.41046,167.36538,89.63462,NA,NA,NA,NA,172,17.1,NA,223.2,20,NA,51.2,2.9
"2024_Warm03_Hyp06_G65","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp06",225.6813,151.1187,381.48786,236.81214,155.80656,85.69344,NA,NA,NA,NA,186.3,18.3,NA,280.7,24.5,NA,94.4,6.2
"2024_Warm03_Hyp06_G66","Norm","Warm","Hyp","Ambient","Warm","Hyp","Warm03","Hyp06",160.92024,128.57976,289.65066,193.64934,128.73042,65.06958,NA,NA,NA,NA,132,15.8,NA,208.1,18.9,NA,76.1,3.1
