,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_pre,Dry_weight_pre,Notes,Tag,P2Treatment,Shell#,Area_pre_mm2,Feret_pre_mm,NotesShell_Pre
1180,7/23/24,2024,Both,6,Both,1,O,11,2024_Both06_Both01_O11,323.9,791.4,,O11,Both1,37,230.2,20.7,
43,7/23/24,2024,Both,6,Cont,1,O,11,2024_Both06_Cont01_O11,244.7,611.5,,O11,Cont1,20,179.5,18,
471,7/23/24,2024,Both,6,Hyp,1,O,11,2024_Both06_Hyp01_O11,488.8,1214.1,,O11,Hyp1,25,364.8,24.3,
820,7/23/24,2024,Both,6,Warm,1,O,11,2024_Both06_Warm01_O11,340.5,844.9,,O11,Warm1,35,321.2,24.2,
1184,7/23/24,2024,Both,6,Both,1,O,12,2024_Both06_Both01_O12,120.8,324.8,,O12,Both1,46,107.8,13.9,
45,7/23/24,2024,Both,6,Cont,1,O,12,2024_Both06_Cont01_O12,130,323.3,,O12,Cont1,29,151.7,16.5,
474,7/23/24,2024,Both,6,Hyp,1,O,12,2024_Both06_Hyp01_O12,123.6,343.1,,O12,Hyp1,30,133.4,15.1,
821,7/23/24,2024,Both,6,Warm,1,O,12,2024_Both06_Warm01_O12,110.5,322.8,,O12,Warm1,25,170.3,16.4,
1189,7/23/24,2024,Both,1,Both,2,O,13,2024_Both01_Both02_O13,196.1,557.3,,O13,Both2,43,270.9,21.8,
481,7/23/24,2024,Both,1,Hyp,2,O,13,2024_Both01_Hyp02_O13,241.6,698.6,,O13,Hyp2,48,311.4,23.8,
1194,7/23/24,2024,Both,1,Warm,2,O,13,2024_Both01_Warm02_O13,282.7,835.6,,O13,Warm2,2,370.9,25.1,
826,7/23/24,2024,Both,1,Both,2,O,14,2024_Both01_Both02_O14,235.2,588,,O14,Both2,18,247.7,20.2,
55,7/23/24,2024,Both,1,Cont,2,O,14,2024_Both01_Cont02_O14,799.6,2212.5,,O14,Cont2,36,512.2,35.3,
485,7/23/24,2024,Both,1,Hyp,2,O,14,2024_Both01_Hyp02_O14,360.2,891.1,,O14,Hyp2,7,334.3,23.2,
830,7/23/24,2024,Both,1,Warm,2,O,14,2024_Both01_Warm02_O14,215.4,538,,O14,Warm2,41,200,18,
922,7/23/24,2024,Both,2,Both,2,O,15,2024_Both02_Both02_O15,291.7,768.5,,O15,Both2,25,326.3,24.4,
58,7/23/24,2024,Both,2,Cont,2,O,15,2024_Both02_Cont02_O15,248.6,676.9,,O15,Cont2,26,350.6,26.5,
486,7/23/24,2024,Both,2,Hyp,2,O,15,2024_Both02_Hyp02_O15,328.9,813.8,,O15,Hyp2,16,353.2,24,
835,7/23/24,2024,Both,2,Warm,2,O,15,2024_Both02_Warm02_O15,140.3,321.7,,O15,Warm2,36,122.8,14.6,
1200,7/23/24,2024,Both,2,Both,2,O,16,2024_Both02_Both02_O16,308.6,880.6,,O16,Both2,11,331.2,22.4,
62,7/23/24,2024,Both,2,Cont,2,O,16,2024_Both02_Cont02_O16,638.7,1486,,O16,Cont2,2,482.7,30.1,
493,7/23/24,2024,Both,2,Hyp,2,O,16,2024_Both02_Hyp02_O16,222.3,664.4,,O16,Hyp2,43,271.7,24,
838,7/23/24,2024,Both,2,Warm,2,O,16,2024_Both02_Warm02_O16,166.9,441.2,,O16,Warm2,31,150.8,16.2,
554,7/23/24,2024,Both,3,Both,2,O,17,2024_Both03_Both02_O17,250.3,673.8,,O17,Both2,37,258.9,23.5,
66,7/23/24,2024,Both,3,Cont,2,O,17,2024_Both03_Cont02_O17,617.6,1500.8,,O17,Cont2,23,394.2,26.7,
496,7/23/24,2024,Both,3,Hyp,2,O,17,2024_Both03_Hyp02_O17,712.9,1742.9,,O17,Hyp2,33,524.4,28.6,
844,7/23/24,2024,Both,3,Warm,2,O,17,2024_Both03_Warm02_O17,322.1,842.3,,O17,Warm2,1,300.3,21.9,
1211,7/23/24,2024,Both,3,Both,2,O,18,2024_Both03_Both02_O18,128.6,367.6,,O18,Both2,17,194.5,18,
69,7/23/24,2024,Both,3,Cont,2,O,18,2024_Both03_Cont02_O18,582.7,1506,,O18,Cont2,21,484.2,30.7,
500,7/23/24,2024,Both,3,Hyp,2,O,18,2024_Both03_Hyp02_O18,255.9,810,,O18,Hyp2,22,363.6,26.2,
845,7/23/24,2024,Both,3,Warm,2,O,18,2024_Both03_Warm02_O18,86.2,266,,O18,Warm2,12,131.3,14.1,
1212,7/23/24,2024,Both,4,Both,2,O,19,2024_Both04_Both02_O19,166.3,485.8,,O19,Both2,48,229.3,19.9,
74,7/23/24,2024,Both,4,Cont,2,O,19,2024_Both04_Cont02_O19,554,1436.6,,O19,Cont2,3,534.9,32.8,
504,7/23/24,2024,Both,4,Hyp,2,O,19,2024_Both04_Hyp02_O19,249.1,616.2,,O19,Hyp2,6,242.2,19.1,
850,7/23/24,2024,Both,4,Warm,2,O,19,2024_Both04_Warm02_O19,131,352.3,,O19,Warm2,18,127.6,15.2,
1217,7/23/24,2024,Both,1,Both,1,O,2,2024_Both01_Both01_O2,218.9,565.5,,O2,Both1,27,194.5,17.9,
7,7/23/24,2024,Both,1,Cont,1,O,2,2024_Both01_Cont01_O2,118.4,312.6,,O2,Cont1,47,111.8,13,
172,7/23/24,2024,Both,1,Hyp,1,O,2,2024_Both01_Hyp01_O2,101.5,249.7,,O2,Hyp1,5,118.9,14.9,
115,7/23/24,2024,Both,1,Warm,1,O,2,2024_Both01_Warm01_O2,95,274.8,,O2,Warm1,18,142,15.3,
1149,7/23/24,2024,Both,4,Both,2,O,20,2024_Both04_Both02_O20,218,501.5,,O20,Both2,9,186.3,16.8,
77,7/23/24,2024,Both,4,Cont,2,O,20,2024_Both04_Cont02_O20,292.2,742.5,,O20,Cont2,25,193.1,17.9,
506,7/23/24,2024,Both,4,Hyp,2,O,20,2024_Both04_Hyp02_O20,195.4,553.6,,O20,Hyp2,8,298.4,26.1,
853,7/23/24,2024,Both,4,Warm,2,O,20,2024_Both04_Warm02_O20,220.6,530.3,,O20,Warm2,10,222.2,19.4,
905,7/23/24,2024,Both,5,Both,2,O,21,2024_Both05_Both02_O21,384.2,1014.9,,O21,Both2,14,434.2,28.8,
84,7/23/24,2024,Both,5,Cont,2,O,21,2024_Both05_Cont02_O21,158.7,411.4,,O21,Cont2,5,198.2,19.1,
509,7/23/24,2024,Both,5,Hyp,2,O,21,2024_Both05_Hyp02_O21,450.2,1323.3,,O21,Hyp2,17,476.4,29,
860,7/23/24,2024,Both,5,Warm,2,O,21,2024_Both05_Warm02_O21,219.8,527.5,,O21,Warm2,37,196.8,18.4,
1225,7/23/24,2024,Both,5,Both,2,O,22,2024_Both05_Both02_O22,204.7,545.4,,O22,Both2,47,243.4,22.8,
86,7/23/24,2024,Both,5,Cont,2,O,22,2024_Both05_Cont02_O22,243.7,668.7,,O22,Cont2,16,276.3,22,
513,7/23/24,2024,Both,5,Hyp,2,O,22,2024_Both05_Hyp02_O22,201,578.7,,O22,Hyp2,47,260.5,23.9,
861,7/23/24,2024,Both,5,Warm,2,O,22,2024_Both05_Warm02_O22,426,1128.5,,O22,Warm2,7,410.2,29.9,
1231,7/23/24,2024,Both,6,Both,2,O,23,2024_Both06_Both02_O23,748.3,1920.2,,O23,Both2,13,567.3,29.1,
91,7/23/24,2024,Both,6,Cont,2,O,23,2024_Both06_Cont02_O23,207,515.4,,O23,Cont2,41,199.2,19.5,
516,7/23/24,2024,Both,6,Hyp,2,O,23,2024_Both06_Hyp02_O23,194.3,560,,O23,Hyp2,18,255.6,21.3,
865,7/23/24,2024,Both,6,Warm,2,O,23,2024_Both06_Warm02_O23,110.9,330.5,,O23,Warm2,34,118.4,15.1,
1232,7/23/24,2024,Both,6,Both,2,O,24,2024_Both06_Both02_O24,261.5,617.6,,O24,Both2,39,174.4,18.4,
93,7/23/24,2024,Both,6,Cont,2,O,24,2024_Both06_Cont02_O24,519.7,1360.5,,O24,Cont2,19,458.8,28.4,
523,7/23/24,2024,Both,6,Hyp,2,O,24,2024_Both06_Hyp02_O24,235.3,601.2,,O24,Hyp2,41,284.6,22.9,
870,7/23/24,2024,Both,6,Warm,2,O,24,2024_Both06_Warm02_O24,446.1,1110.2,,O24,Warm2,38,353.4,23.8,
1238,7/24/24,2024,Both,1,Both,3,O,25,2024_Both01_Both03_O25,75.9,208.9,,O25,Both3,40,84.6,11.8,
98,7/24/24,2024,Both,1,Cont,3,O,25,2024_Both01_Cont03_O25,160.3,398,,O25,Cont3,33,177.4,18.4,
356,7/24/24,2024,Both,1,Hyp,3,O,25,2024_Both01_Hyp03_O25,167.7,425.8,,O25,Hyp3,22,161.5,16.3,
874,7/24/24,2024,Both,1,Warm,3,O,25,2024_Both01_Warm03_O25,136.2,358.3,,O25,Warm3,16,137,15.7,
1240,7/24/24,2024,Both,1,Both,3,O,26,2024_Both01_Both03_O26,177.3,434.3,,O26,Both3,8,158.6,16.4,
103,7/24/24,2024,Both,1,Cont,3,O,26,2024_Both01_Cont03_O26,607.4,1491.7,,O26,Cont3,1,575.4,32.2,
533,7/24/24,2024,Both,1,Hyp,3,O,26,2024_Both01_Hyp03_O26,113.5,273.7,,O26,Hyp3,46,142.6,15.4,
878,7/24/24,2024,Both,1,Warm,3,O,26,2024_Both01_Warm03_O26,118.8,328.4,,O26,Warm3,21,113.4,14.3,
1245,7/24/24,2024,Both,2,Both,3,O,27,2024_Both02_Both03_O27,116.7,264.2,,O27,Both3,45,91.2,12.8,
139,7/24/24,2024,Both,2,Cont,3,O,27,2024_Both02_Cont03_O27,220.2,508.4,,O27,Cont3,27,223.8,18,
534,7/24/24,2024,Both,2,Hyp,3,O,27,2024_Both02_Hyp03_O27,76.9,191.6,,O27,Hyp3,48,110.6,13.6,
881,7/24/24,2024,Both,2,Warm,3,O,27,2024_Both02_Warm03_O27,114.6,345.7,,O27,Warm3,39,186,17.9,
1249,7/24/24,2024,Both,2,Both,3,O,28,2024_Both02_Both03_O28,113.7,315.3,,O28,Both3,47,100.9,13,
177,7/24/24,2024,Both,2,Cont,3,O,28,2024_Both02_Cont03_O28,147.2,344.9,,O28,Cont3,6,134.8,15.1,
538,7/24/24,2024,Both,2,Hyp,3,O,28,2024_Both02_Hyp03_O28,286.6,720.8,,O28,Hyp3,44,216.7,19,
888,7/24/24,2024,Both,2,Warm,3,O,28,2024_Both02_Warm03_O28,175.6,469.7,,O28,Warm3,11,236.4,19.5,
1254,7/24/24,2024,Both,3,Both,3,O,29,2024_Both03_Both03_O29,441.3,1182.6,,O29,Both3,16,297.1,20.6,
182,7/24/24,2024,Both,3,Cont,3,O,29,2024_Both03_Cont03_O29,228.6,542.1,,O29,Cont3,2,241.8,22.3,
573,7/24/24,2024,Both,3,Hyp,3,O,29,2024_Both03_Hyp03_O29,225,582.2,,O29,Hyp3,15,252.7,20.4,
892,7/24/24,2024,Both,3,Warm,3,O,29,2024_Both03_Warm03_O29,168.5,461.5,,O29,Warm3,44,147.6,16.3,
1257,7/23/24,2024,Both,2,Both,1,O,3,2024_Both02_Both01_O3,121.9,279.3,,O3,Both1,30,118.1,14.2,
9,7/23/24,2024,Both,2,Cont,1,O,3,2024_Both02_Cont01_O3,90.6,266.4,,O3,Cont1,30,71.7,12.1,
438,7/23/24,2024,Both,2,Hyp,1,O,3,2024_Both02_Hyp01_O3,145.5,335,,O3,Hyp1,24,140.6,15.9,
785,7/23/24,2024,Both,2,Warm,1,O,3,2024_Both02_Warm01_O3,131.8,327.5,,O3,Warm1,24,158.9,16.6,
1153,7/24/24,2024,Both,3,Both,3,O,30,2024_Both03_Both03_O30,79,210.9,,O30,Both3,37,118.2,15.1,
183,7/24/24,2024,Both,3,Cont,3,O,30,2024_Both03_Cont03_O30,250.2,632.6,,O30,Cont3,28,275.6,23.6,
576,7/24/24,2024,Both,3,Hyp,3,O,30,2024_Both03_Hyp03_O30,400.2,1128.9,,O30,Hyp3,23,424.4,27.7,
896,7/24/24,2024,Both,3,Warm,3,O,30,2024_Both03_Warm03_O30,427.7,1113.8,,O30,Warm3,4,393.5,27.1,
1263,7/24/24,2024,Both,4,Both,3,O,31,2024_Both04_Both03_O31,128.2,313.2,,O31,Both3,44,124.1,14.1,
174,7/24/24,2024,Both,4,Cont,3,O,31,2024_Both04_Cont03_O31,414.2,872.8,,O31,Cont3,38,280.3,22.7,
581,7/24/24,2024,Both,4,Hyp,3,O,31,2024_Both04_Hyp03_O31,150.7,389.6,,O31,Hyp3,8,175.7,16.6,
342,7/24/24,2024,Both,4,Warm,3,O,31,2024_Both04_Warm03_O31,173,466.4,,O31,Warm3,12,213.7,19.3,
1265,7/24/24,2024,Both,4,Both,3,O,32,2024_Both04_Both03_O32,295.5,711.2,,O32,Both3,12,245.5,19.1,
193,7/24/24,2024,Both,4,Cont,3,O,32,2024_Both04_Cont03_O32,317.8,743.4,,O32,Cont3,13,228.2,20.9,
585,7/24/24,2024,Both,4,Hyp,3,O,32,2024_Both04_Hyp03_O32,106.4,306.2,,O32,Hyp3,10,127.6,13.5,
152,7/24/24,2024,Both,4,Warm,3,O,32,2024_Both04_Warm03_O32,170.8,451,,O32,Warm3,9,234,18.8,
1270,7/24/24,2024,Both,5,Both,3,O,33,2024_Both05_Both03_O33,199.8,518.5,,O33,Both3,30,212.3,17.9,
194,7/24/24,2024,Both,5,Cont,3,O,33,2024_Both05_Cont03_O33,482.5,1083.8,,O33,Cont3,34,287.3,22.9,
589,7/24/24,2024,Both,5,Hyp,3,O,33,2024_Both05_Hyp03_O33,181.8,466.9,,O33,Hyp3,9,191.7,17.4,
938,7/24/24,2024,Both,5,Warm,3,O,33,2024_Both05_Warm03_O33,115.1,271.9,,O33,Warm3,32,95.8,14.3,
1272,7/24/24,2024,Both,5,Both,3,O,34,2024_Both05_Both03_O34,228.4,530.5,,O34,Both3,17,226.3,21,
200,7/24/24,2024,Both,5,Cont,3,O,34,2024_Both05_Cont03_O34,130.8,327.6,,O34,Cont3,35,149,15.2,
590,7/24/24,2024,Both,5,Hyp,3,O,34,2024_Both05_Hyp03_O34,138.5,357.3,,O34,Hyp3,45,191.1,19.1,
942,7/24/24,2024,Both,5,Warm,3,O,34,2024_Both05_Warm03_O34,156.3,358.9,,O34,Warm3,36,116.6,15,
1278,7/24/24,2024,Both,6,Both,3,O,35,2024_Both06_Both03_O35,62.5,166.5,,O35,Both3,46,75.7,12.7,
202,7/24/24,2024,Both,6,Cont,3,O,35,2024_Both06_Cont03_O35,370.7,970.5,,O35,Cont3,21,352.2,24.3,
613,7/24/24,2024,Both,6,Hyp,3,O,35,2024_Both06_Hyp03_O35,219.3,525.7,,O35,Hyp3,25,212.2,17.9,
947,7/24/24,2024,Both,6,Warm,3,O,35,2024_Both06_Warm03_O35,175.5,507.6,,O35,Warm3,19,216.5,17.8,
1281,7/24/24,2024,Both,6,Both,3,O,36,2024_Both06_Both03_O36,233.7,558.9,,O36,Both3,21,158.6,15.7,
208,7/24/24,2024,Both,6,Cont,3,O,36,2024_Both06_Cont03_O36,150.9,417.8,,O36,Cont3,39,153.8,15.4,
615,7/24/24,2024,Both,6,Hyp,3,O,36,2024_Both06_Hyp03_O36,99.7,229,,O36,Hyp3,36,117.1,14.3,
949,7/24/24,2024,Both,6,Warm,3,O,36,2024_Both06_Warm03_O36,82.9,197.1,,O36,Warm3,28,83.2,13,
1284,7/24/24,2024,Both,1,Both,4,O,37,2024_Both01_Both04_O37,442.5,1200.5,,O37,Both4,4,368.5,24.7,
214,7/24/24,2024,Both,1,Cont,4,O,37,2024_Both01_Cont04_O37,192.5,462.7,,O37,Cont4,15,182.4,16.6,
620,7/24/24,2024,Both,1,Hyp,4,O,37,2024_Both01_Hyp04_O37,214.6,501.7,,O37,Hyp4,12,188.8,17.8,
953,7/24/24,2024,Both,1,Warm,4,O,37,2024_Both01_Warm04_O37,106.5,291.6,,O37,Warm4,48,139.5,15.9,
1288,7/24/24,2024,Both,1,Both,4,O,38,2024_Both01_Both04_O38,101.7,244.1,,O38,Both4,47,111,13.5,
111,7/24/24,2024,Both,1,Cont,4,O,38,2024_Both01_Cont04_O38,203.8,504.5,,O38,Cont4,31,198.8,18.1,
624,7/24/24,2024,Both,1,Hyp,4,O,38,2024_Both01_Hyp04_O38,179.2,453.9,,O38,Hyp4,15,180.9,18.1,
958,7/24/24,2024,Both,1,Warm,4,O,38,2024_Both01_Warm04_O38,231,538.8,,O38,Warm4,33,216.3,18.7,
924,7/24/24,2024,Both,2,Both,4,O,39,2024_Both02_Both04_O39,79.7,205.9,,O39,Both4,7,88.7,12.3,
219,7/24/24,2024,Both,2,Cont,4,O,39,2024_Both02_Cont04_O39,245.2,631,,O39,Cont4,2,248.2,21,
627,7/24/24,2024,Both,2,Hyp,4,O,39,2024_Both02_Hyp04_O39,356.1,769.2,,O39,Hyp4,20,225.1,18.8,
964,7/24/24,2024,Both,2,Warm,4,O,39,2024_Both02_Warm04_O39,398.8,1002.9,,O39,Warm4,2,426.3,25.9,
1299,7/23/24,2024,Both,2,Both,1,O,4,2024_Both02_Both01_O4,196.6,491.7,,O4,Both1,44,166.2,16.4,
16,7/23/24,2024,Both,2,Cont,1,O,4,2024_Both02_Cont01_O4,110.2,263.8,,O4,Cont1,49,95.9,12.7,
137,7/23/24,2024,Both,2,Hyp,1,O,4,2024_Both02_Hyp01_O4,368.5,964,,O4,Hyp1,1,306.7,23.5,
791,7/23/24,2024,Both,2,Warm,1,O,4,2024_Both02_Warm01_O4,208.8,609.7,,O4,Warm1,48,187.2,19.5,
1158,7/24/24,2024,Both,2,Both,4,O,40,2024_Both02_Both04_O40,320.9,813.9,,O40,Both4,2,286.2,24.1,
226,7/24/24,2024,Both,2,Cont,4,O,40,2024_Both02_Cont04_O40,94.3,234.5,,O40,Cont4,5,126.4,14.8,
630,7/24/24,2024,Both,2,Hyp,4,O,40,2024_Both02_Hyp04_O40,227.6,522.6,,O40,Hyp4,4,184.2,19.2,
968,7/24/24,2024,Both,2,Warm,4,O,40,2024_Both02_Warm04_O40,91.8,238.5,,O40,Warm4,18,112.9,14.4,
105,7/24/24,2024,Both,3,Both,4,O,41,2024_Both03_Both04_O41,94.2,241.7,,O41,Both4,43,131.5,15,6/16/25 SKM changed to correct area/feret away from the information fromO43
108,7/24/24,2024,Both,3,Cont,4,O,41,2024_Both03_Cont04_O41,73.7,189.4,,O41,Cont4,47,98.8,12.6,
634,7/24/24,2024,Both,3,Hyp,4,O,41,2024_Both03_Hyp04_O41,137.8,471.5,,O41,Hyp4,1,278.6,23.9,
970,7/24/24,2024,Both,3,Warm,4,O,41,2024_Both03_Warm04_O41,192,482.4,,O41,Warm4,44,147.4,18.5,
600,7/24/24,2024,Both,3,Both,4,O,42,2024_Both03_Both04_O42,78.4,194.4,,O42,Both4,28,97.4,12.5,
231,7/24/24,2024,Both,3,Cont,4,O,42,2024_Both03_Cont04_O42,145.3,350.8,,O42,Cont4,32,181.8,16.5,
638,7/24/24,2024,Both,3,Hyp,4,O,42,2024_Both03_Hyp04_O42,66.9,194.4,,O42,Hyp4,37,107.8,12.4,
973,7/24/24,2024,Both,3,Warm,4,O,42,2024_Both03_Warm04_O42,172.4,465.4,,O42,Warm4,39,215.9,20.4,
237,7/24/24,2024,Both,4,Cont,4,O,43,2024_Both04_Cont04_O43,257.5,620,,O43,Cont4,16,289,21.5,
643,7/24/24,2024,Both,4,Hyp,4,O,43,2024_Both04_Hyp04_O43,137.4,388.7,,O43,Hyp4,41,166,16,
1314,7/24/24,2024,Both,4,Warm,4,O,43,2024_Both04_Warm04_O43,298.3,713.3,,O43,Warm4,34,258.2,21.8,
341,7/24/24,2024,Both,4,Both,4,O,44,2024_Both04_Both04_O44,273.6,675.1,,O44,Both4,17,209.7,20,
242,7/24/24,2024,Both,4,Cont,4,O,44,2024_Both04_Cont04_O44,162.2,473.3,,O44,Cont4,7,251.6,20.4,
603,7/24/24,2024,Both,4,Hyp,4,O,44,2024_Both04_Hyp04_O44,122.7,337.7,,O44,Hyp4,36,116,13.5,
982,7/24/24,2024,Both,4,Warm,4,O,44,2024_Both04_Warm04_O44,174.7,488.1,,O44,Warm4,32,235.9,19.3,
687,7/24/24,2024,Both,5,Both,4,O,45,2024_Both05_Both04_O45,120.1,306.6,,O45,Both4,45,141.6,15.4,
153,7/24/24,2024,Both,5,Cont,4,O,45,2024_Both05_Cont04_O45,209.4,517,,O45,Cont4,1,278.4,22.5,
650,7/24/24,2024,Both,5,Hyp,4,O,45,2024_Both05_Hyp04_O45,130.8,356.4,,O45,Hyp4,8,144.8,16.1,
986,7/24/24,2024,Both,5,Warm,4,O,45,2024_Both05_Warm04_O45,90.7,247.4,,O45,Warm4,45,148.8,16.1,
112,7/24/24,2024,Both,5,Both,4,O,46,2024_Both05_Both04_O46,106.7,285.6,,O46,Both4,42,129,14.4,
248,7/24/24,2024,Both,5,Cont,4,O,46,2024_Both05_Cont04_O46,106,260,,O46,Cont4,10,128.3,14.6,
131,7/24/24,2024,Both,5,Hyp,4,O,46,2024_Both05_Hyp04_O46,281.6,704,,O46,Hyp4,18,248.1,18.9,
992,7/24/24,2024,Both,5,Warm,4,O,46,2024_Both05_Warm04_O46,95.7,260.1,,O46,Warm4,38,155.4,16.2,
254,7/24/24,2024,Both,6,Cont,4,O,47,2024_Both06_Cont04_O47,136.7,379.6,,O47,Cont4,23,163.6,16.5,
319,7/24/24,2024,Both,6,Hyp,4,O,47,2024_Both06_Hyp04_O47,84.7,212.8,,O47,Hyp4,39,85,11.2,
993,7/24/24,2024,Both,6,Warm,4,O,47,2024_Both06_Warm04_O47,112.1,309.2,,O47,Warm4,26,142.6,15.7,
158,7/24/24,2024,Both,6,Both,4,O,48,2024_Both06_Both04_O48,81.6,210.8,,O48,Both4,34,92.7,12.8,
255,7/24/24,2024,Both,6,Cont,4,O,48,2024_Both06_Cont04_O48,144.8,343.4,,O48,Cont4,26,133.9,15.5,
662,7/24/24,2024,Both,6,Hyp,4,O,48,2024_Both06_Hyp04_O48,173.9,442.9,,O48,Hyp4,16,172.2,16.6,
557,7/24/24,2024,Both,6,Warm,4,O,48,2024_Both06_Warm04_O48,356.8,917,,O48,Warm4,20,343.7,22.3,
1335,7/25/24,2024,Both,1,Both,5,O,49,2024_Both01_Both05_O49,245.8,588.3,,O49,Both5,29,227.9,20.3,
260,7/25/24,2024,Both,1,Cont,5,O,49,2024_Both01_Cont05_O49,192.5,523.8,,O49,Cont5,12,171.7,18.4,
669,7/25/24,2024,Both,1,Hyp,5,O,49,2024_Both01_Hyp05_O49,326.1,791.4,,O49,Hyp5,41,311.1,22.5,
1004,7/25/24,2024,Both,1,Warm,5,O,49,2024_Both01_Warm05_O49,141,366.2,,O49,Warm5,4,151.7,16,
301,7/23/24,2024,Both,3,Both,1,O,5,2024_Both03_Both01_O5,114.3,290.5,,O5,Both1,10,144,15.6,
17,7/23/24,2024,Both,3,Cont,1,O,5,2024_Both03_Cont01_O5,115.4,317.9,,O5,Cont1,48,152.1,15.4,
446,7/23/24,2024,Both,3,Hyp,1,O,5,2024_Both03_Hyp01_O5,317.7,897.1,,O5,Hyp1,20,312.6,21.8,
796,7/23/24,2024,Both,3,Warm,1,O,5,2024_Both03_Warm01_O5,380.2,973.4,,O5,Warm1,4,359.7,25.2,
1163,7/25/24,2024,Both,1,Both,5,O,50,2024_Both01_Both05_O50,272.3,662.2,,O50,Both5,11,265.1,19.9,
266,7/25/24,2024,Both,1,Cont,5,O,50,2024_Both01_Cont05_O50,107.6,287.3,,O50,Cont5,36,153.5,15.5,
672,7/25/24,2024,Both,1,Hyp,5,O,50,2024_Both01_Hyp05_O50,85.9,254.1,,O50,Hyp5,36,123.4,14.1,
119,7/25/24,2024,Both,1,Warm,5,O,50,2024_Both01_Warm05_O50,359.9,899.8,,O50,Warm5,25,376.2,25.7,
1343,7/25/24,2024,Both,2,Both,5,O,51,2024_Both02_Both05_O51,127.2,320.8,,O51,Both5,24,129.5,15,
267,7/25/24,2024,Both,2,Cont,5,O,51,2024_Both02_Cont05_O51,149.1,345.6,,O51,Cont5,38,169.2,17.1,
675,7/25/24,2024,Both,2,Hyp,5,O,51,2024_Both02_Hyp05_O51,41,106.9,,O51,Hyp5,49,86.9,12,
1009,7/25/24,2024,Both,2,Warm,5,O,51,2024_Both02_Warm05_O51,64.3,170.8,,O51,Warm5,6,88.1,12.1,
1344,7/25/24,2024,Both,2,Both,5,O,52,2024_Both02_Both05_O52,228,513.9,,O52,Both5,38,191.3,18.5,
273,7/25/24,2024,Both,2,Cont,5,O,52,2024_Both02_Cont05_O52,147.1,387.7,,O52,Cont5,48,129.7,13.5,
334,7/25/24,2024,Both,2,Hyp,5,O,52,2024_Both02_Hyp05_O52,174.4,407.3,,O52,Hyp5,35,161.5,16.3,
1014,7/25/24,2024,Both,2,Warm,5,O,52,2024_Both02_Warm05_O52,301.7,770.5,,O52,Warm5,38,233.5,20.3,
1350,7/25/24,2024,Both,3,Both,5,O,53,2024_Both03_Both05_O53,126.4,306.9,,O53,Both5,40,119.3,14.6,
154,7/25/24,2024,Both,3,Cont,5,O,53,2024_Both03_Cont05_O53,87.9,221,,O53,Cont5,39,116.9,13.6,
682,7/25/24,2024,Both,3,Hyp,5,O,53,2024_Both03_Hyp05_O53,172.1,435.9,,O53,Hyp5,39,192,17.6,
1017,7/25/24,2024,Both,3,Warm,5,O,53,2024_Both03_Warm05_O53,137.2,387.9,,O53,Warm5,45,151.3,16.3,
335,7/25/24,2024,Both,3,Both,5,O,54,2024_Both03_Both05_O54,110.4,267.2,,O54,Both5,36,136.2,15.1,
280,7/25/24,2024,Both,3,Cont,5,O,54,2024_Both03_Cont05_O54,567.5,1332.6,,O54,Cont5,5,295.1,25.4,
704,7/25/24,2024,Both,3,Hyp,5,O,54,2024_Both03_Hyp05_O54,404.3,1029.7,,O54,Hyp5,10,291.8,22.9,
1049,7/25/24,2024,Both,3,Warm,5,O,54,2024_Both03_Warm05_O54,189.2,566.1,,O54,Warm5,7,298.2,21,
1358,7/25/24,2024,Both,4,Both,5,O,55,2024_Both04_Both05_O55,150.8,436.4,,O55,Both5,25,176.3,18.4,
284,7/25/24,2024,Both,4,Cont,5,O,55,2024_Both04_Cont05_O55,158.3,406.7,,O55,Cont5,16,194.2,17.6,
370,7/25/24,2024,Both,4,Hyp,5,O,55,2024_Both04_Hyp05_O55,289.2,902.3,,O55,Hyp5,13,303.7,22.7,
1052,7/25/24,2024,Both,4,Warm,5,O,55,2024_Both04_Warm05_O55,129.6,296.9,,O55,Warm5,18,117.3,13.9,
1360,7/25/24,2024,Both,4,Both,5,O,56,2024_Both04_Both05_O56,246,605.8,,O56,Both5,8,265.6,21,
288,7/25/24,2024,Both,4,Cont,5,O,56,2024_Both04_Cont05_O56,156.5,382.8,,O56,Cont5,14,152,15.4,
326,7/25/24,2024,Both,4,Hyp,5,O,56,2024_Both04_Hyp05_O56,172.5,415.1,,O56,Hyp5,23,158.3,17.1,
1056,7/25/24,2024,Both,5,Both,5,O,57,2024_Both05_Both05_O57,180.3,446.8,,O57,Both5,13,210.1,18.1,
292,7/25/24,2024,Both,5,Cont,5,O,57,2024_Both05_Cont05_O57,414.4,1063.4,,O57,Cont5,10,317.7,22.6,
716,7/25/24,2024,Both,5,Hyp,5,O,57,2024_Both05_Hyp05_O57,145.2,436.3,,O57,Hyp5,40,184.8,19.1,
1059,7/25/24,2024,Both,5,Warm,5,O,57,2024_Both05_Warm05_O57,390.3,1025.6,,O57,Warm5,32,366.7,24,
1369,7/25/24,2024,Both,5,Both,5,O,58,2024_Both05_Both05_O58,140.1,341.4,,O58,Both5,26,154.1,16,
